date==dltp3l=2022-04-14  ma_n= 20
day industry code name turnover_ratio pe_ratio industry_cnt inc_revenue_year_rank inc_revenue_annual_rank cfo_sales_rank leverage_ratio_rank
dltp-00-2022-04-14 002097 7.14 2022-03-15 7.56 2022-04-06 7.37 2022-04-07 7.75 2022-04-12 0 false
dltp2022-04-14 002098 6.41 2022-03-15 7.29 2022-04-06 6.88 2022-04-11 7.85 2022-04-13 2 false
dltp-00-2022-04-14 002122 2.34 2022-03-03 2.53 2022-03-22 2.34 2022-04-01 2.59 2022-04-11 0 false
dltp-00-2022-04-14 002142 32.02 2022-03-15 36.3 2022-03-24 35.89 2022-03-28 39.7 2022-04-11 0 false
dltp-00-2022-04-14 002144 9.27 2022-03-15 10.03 2022-03-22 9.81 2022-03-24 11.1 2022-04-12 0 false
dltp-00-2022-04-14 002150 6.06 2022-03-15 6.64 2022-04-06 6.37 2022-04-11 6.59 2022-04-14 0 false
dltp-00-2022-04-14 002159 10.58 2022-03-24 11.48 2022-04-06 10.71 2022-04-11 11.78 2022-04-12 0 false
dltp-00-2022-04-14 002186 8.23 2022-03-15 8.94 2022-03-21 8.8 2022-03-24 9.8 2022-04-12 0 false
dltp-00-2022-04-14 002204 3.66 2022-03-15 4.09 2022-04-06 3.89 2022-04-11 4.1 2022-04-14 0 false
dltp-00-2022-04-14 002214 13.13 2022-04-11 13.63 2022-04-12 13.42 2022-04-13 13.92 2022-04-14 0 false
dltp-00-2022-04-14 002215 5.97 2022-03-15 6.3 2022-03-16 6.28 2022-03-17 6.91 2022-04-14 0 false
dltp-00-2022-04-14 002216 14.62 2022-03-24 15.24 2022-04-06 14.69 2022-04-08 16.85 2022-04-14 0 false
dltp-00-2022-04-14 002223 26.46 2022-04-11 27.1 2022-04-12 26.93 2022-04-13 27.75 2022-04-14 0 false
dltp-00-2022-04-14 002264 4.27 2022-03-15 4.8 2022-03-21 4.57 2022-03-29 5.24 2022-04-12 0 false
dltp-00-2022-04-14 002267 5.86 2022-03-15 6.44 2022-04-06 6.16 2022-04-11 6.71 2022-04-13 0 false
dltp-00-2022-04-14 002278 5.38 2022-03-15 6.2 2022-03-21 6.09 2022-03-23 6.44 2022-04-14 0 false
dltp2022-04-14 002290 6.75 2022-04-11 6.95 2022-04-12 6.82 2022-04-13 7.1 2022-04-14 1 false
dltp-00-2022-04-14 002295 6.48 2022-03-15 7.08 2022-04-06 6.75 2022-04-11 7.01 2022-04-14 0 false
dltp-00-2022-04-14 002327 7.41 2022-03-15 7.91 2022-04-06 7.65 2022-04-11 7.84 2022-04-14 0 false
dltp-00-2022-04-14 002342 3.66 2022-03-15 4.05 2022-04-06 3.84 2022-04-11 4.12 2022-04-14 0 false
dltp-00-2022-04-14 002344 4.1 2022-03-15 4.44 2022-03-28 4.4 2022-03-29 4.69 2022-04-14 0 false
dltp-00-2022-04-14 002352 42.82 2022-03-29 49.06 2022-04-06 47.63 2022-04-07 52.5 2022-04-13 0 false
dltp-00-2022-04-14 002357 5.51 2022-03-30 5.91 2022-04-06 5.55 2022-04-11 5.95 2022-04-14 0 false
dltp-00-2022-04-14 002358 2.56 2022-03-15 2.8 2022-03-22 2.72 2022-03-28 3.06 2022-04-11 0 false
dltp2022-04-14 002365 9.13 2022-03-15 10.16 2022-03-25 9.6 2022-04-13 10.56 2022-04-14 0 true
dltp-00-2022-04-14 002394 7.4 2022-03-15 8.08 2022-04-06 7.75 2022-04-11 8.01 2022-04-14 0 false
dltp-00-2022-04-14 002431 2.97 2022-03-15 3.27 2022-03-22 3.19 2022-03-24 3.5 2022-04-12 0 false
dltp2022-04-14 002432 58.9 2022-03-22 80.5 2022-03-30 63.08 2022-04-08 90.11 2022-04-14 0 true
dltp-00-2022-04-14 002443 7.36 2022-03-15 7.98 2022-04-06 7.7 2022-04-07 8.58 2022-04-14 0 false
dltp-00-2022-04-14 002457 9.05 2022-03-04 11.13 2022-03-21 9.87 2022-04-01 11.31 2022-04-12 0 false
dltp-00-2022-04-14 002468 7.17 2022-03-15 7.6 2022-04-06 7.32 2022-04-08 7.88 2022-04-14 0 false
dltp-00-2022-04-14 002470 2.65 2022-03-28 2.72 2022-03-29 2.65 2022-04-06 2.85 2022-04-14 0 false
dltp-00-2022-04-14 002478 4 2022-03-15 4.4 2022-03-18 4.34 2022-03-21 4.68 2022-04-06 0 false
dltp2022-04-14 002481 7.5 2022-03-15 9.03 2022-03-25 7.8 2022-04-11 8.66 2022-04-14 0 true
dltp-00-2022-04-14 002492 5.85 2022-03-15 6.39 2022-03-23 6.07 2022-03-30 6.94 2022-04-13 0 false
dltp-00-2022-04-14 002500 5.36 2022-03-15 5.74 2022-04-06 5.5 2022-04-11 5.69 2022-04-12 0 false
dltp-00-2022-04-14 002507 28.87 2022-03-15 32.59 2022-03-23 31.4 2022-03-25 34.32 2022-04-12 0 false
dltp-00-2022-04-14 002523 2.73 2022-03-24 2.78 2022-03-28 2.74 2022-03-29 2.91 2022-04-12 0 false
dltp-00-2022-04-14 002532 7.24 2022-03-15 8.33 2022-04-06 7.74 2022-04-11 8.25 2022-04-14 0 false
dltp-00-2022-04-14 002562 4.56 2022-03-17 5.4 2022-03-21 5.09 2022-03-24 5.43 2022-04-12 0 false
dltp-00-2022-04-14 002574 4.96 2022-03-24 5.17 2022-04-06 5 2022-04-11 5.25 2022-04-12 0 false
dltp-00-2022-04-14 002575 4.07 2022-03-15 4.42 2022-03-23 4.19 2022-03-29 4.64 2022-04-14 0 false
dltp2022-04-14 002594 229.8 2022-03-31 243.98 2022-04-08 233 2022-04-11 241.29 2022-04-14 0 true
dltp-00-2022-04-14 002638 1.82 2022-03-15 2 2022-03-22 1.91 2022-03-31 2.05 2022-04-12 0 false
dltp-00-2022-04-14 002639 9.72 2022-03-15 13.5 2022-03-23 11.05 2022-04-01 13.38 2022-04-12 0 false
dltp-00-2022-04-14 002660 7.56 2022-03-29 8.28 2022-04-06 7.77 2022-04-11 8.55 2022-04-12 0 false
dltp-00-2022-04-14 002661 10.77 2022-03-15 11.91 2022-03-29 11.17 2022-04-08 12.19 2022-04-14 0 false
dltp-00-2022-04-14 002682 4.44 2022-03-15 5.34 2022-03-22 4.86 2022-03-31 5.4 2022-04-12 0 false
dltp-00-2022-04-14 002692 3.08 2022-01-27 3.5 2022-02-18 3.15 2022-03-15 3.9 2022-04-12 0 false
dltp-00-2022-04-14 002695 10.62 2022-03-15 11.55 2022-04-06 11.1 2022-04-08 12.84 2022-04-14 0 false
dltp-00-2022-04-14 002702 5.03 2022-03-15 6.16 2022-03-28 5.43 2022-04-08 6.41 2022-04-14 0 false
dltp-00-2022-04-14 002716 2.89 2022-03-31 3.01 2022-04-08 2.99 2022-04-11 3.06 2022-04-13 0 false
dltp-00-2022-04-14 002717 3.29 2022-03-15 3.74 2022-04-11 3.44 2022-04-13 3.78 2022-04-14 0 false
dltp-00-2022-04-14 002726 8.57 2022-02-07 9.36 2022-03-01 8.91 2022-03-15 9.77 2022-04-14 0 false
dltp-00-2022-04-14 002736 9.58 2022-03-15 10.09 2022-04-06 9.77 2022-04-11 10.08 2022-04-14 0 false
dltp-00-2022-04-14 002740 3.8 2022-03-15 4.16 2022-03-28 4.05 2022-04-01 4.51 2022-04-14 0 false
dltp-00-2022-04-14 002749 8.33 2022-03-15 9.43 2022-03-29 9.23 2022-03-30 10.17 2022-04-12 0 false
dltp-00-2022-04-14 002758 14.38 2022-04-07 15.44 2022-04-11 14.72 2022-04-12 15.3 2022-04-14 0 false
dltp-00-2022-04-14 002776 2.6 2022-03-01 3.25 2022-03-10 2.87 2022-03-21 3.5 2022-04-12 0 false
dltp-00-2022-04-14 002783 7.51 2022-03-15 8.29 2022-04-06 8.06 2022-04-07 8.94 2022-04-11 0 false
dltp-00-2022-04-14 002861 11.61 2022-03-15 12.57 2022-03-21 11.88 2022-03-29 14.3 2022-04-13 0 false
dltp-00-2022-04-14 002883 11.11 2022-04-01 11.44 2022-04-06 11.19 2022-04-07 11.88 2022-04-12 0 false
dltp-00-2022-04-14 002888 10.85 2022-03-15 11.78 2022-03-23 11.33 2022-03-29 12.68 2022-04-14 0 false
dltp-00-2022-04-14 002895 20.38 2022-03-15 22.95 2022-03-30 20.94 2022-03-31 25.54 2022-04-14 0 false
dltp2022-04-14 002909 6.19 2022-03-15 6.58 2022-03-21 6.43 2022-03-25 7.1 2022-04-08 1 false
dltp-00-2022-04-14 002919 26.29 2022-03-16 29.05 2022-03-31 26.93 2022-04-11 31.4 2022-04-13 0 false
dltp-00-2022-04-14 002926 7.95 2022-03-15 8.5 2022-04-06 8.27 2022-04-07 8.51 2022-04-14 0 false
dltp2022-04-14 002939 9.25 2022-03-29 9.86 2022-04-06 9.36 2022-04-11 10.07 2022-04-14 2 false
dltp2022-04-14 002940 34.42 2022-03-09 36.34 2022-03-11 34.67 2022-03-15 40.65 2022-04-14 3 false
dltp-00-2022-04-14 002942 16.81 2022-03-28 17.53 2022-04-06 17.18 2022-04-07 18.5 2022-04-13 0 false
dltp-00-2022-04-14 002968 30.51 2022-03-15 34.15 2022-03-23 33.16 2022-03-25 37.55 2022-04-07 0 false
dltp-00-2022-04-14 003002 12.25 2022-03-15 13.11 2022-03-31 12.36 2022-04-01 14.47 2022-04-11 0 false
dltp-00-2022-04-14 003007 23.37 2022-04-01 27.25 2022-04-12 24.99 2022-04-13 27.49 2022-04-14 0 false
dltp-00-2022-04-14 003023 23.34 2022-03-15 25.06 2022-04-06 23.93 2022-04-11 24.85 2022-04-14 0 false
dltp-00-2022-04-14 003030 21.59 2022-03-15 23.08 2022-04-06 22.03 2022-04-08 22.89 2022-04-14 0 false
dltp-00-2022-04-14 003032 14.2 2022-03-15 15.79 2022-03-28 14.82 2022-03-31 16.8 2022-04-12 0 false
dltp-00-2022-04-14 600004 12.25 2022-03-31 12.82 2022-04-01 12.43 2022-04-11 13.35 2022-04-14 0 false
dltp-00-2022-04-14 600018 5.31 2022-03-08 5.72 2022-03-16 5.41 2022-03-29 6.27 2022-04-08 0 false
dltp-00-2022-04-14 600020 3.08 2022-03-15 3.22 2022-03-28 3.17 2022-03-29 3.43 2022-04-12 0 false
dltp-00-2022-04-14 600030 20.47 2022-04-11 21.1 2022-04-12 20.7 2022-04-13 20.97 2022-04-14 0 false
dltp-00-2022-04-14 600050 3.51 2022-04-11 3.54 2022-04-12 3.53 2022-04-13 3.54 2022-04-14 0 false
dltp-00-2022-04-14 600054 9.43 2022-03-15 11.6 2022-03-30 10.72 2022-04-11 11.69 2022-04-12 0 false
dltp-00-2022-04-14 600057 7.89 2022-03-17 8.42 2022-03-22 8.32 2022-03-23 9.36 2022-04-14 0 false
dltp-00-2022-04-14 600059 9.26 2022-03-15 9.8 2022-04-06 9.35 2022-04-11 9.92 2022-04-14 0 false
dltp-00-2022-04-14 600061 6.7 2022-03-15 7.16 2022-04-06 6.97 2022-04-11 7.17 2022-04-12 0 false
dltp-00-2022-04-14 600073 6.69 2022-03-15 7.59 2022-04-06 7.21 2022-04-08 7.93 2022-04-11 0 false
dltp-00-2022-04-14 600117 3.43 2022-03-15 3.82 2022-03-22 3.63 2022-03-29 3.89 2022-04-08 0 false
dltp2022-04-14 600121 3.78 2022-03-15 4.52 2022-03-22 4.02 2022-04-11 4.52 2022-04-14 2 false
dltp-00-2022-04-14 600122 1.76 2022-03-14 1.98 2022-03-21 1.82 2022-04-01 2.05 2022-04-08 0 false
dltp-00-2022-04-14 600157 1.6 2022-03-15 1.69 2022-04-06 1.6 2022-04-11 1.68 2022-04-14 0 false
dltp-00-2022-04-14 600177 6.19 2022-03-15 6.67 2022-03-18 6.54 2022-03-21 6.98 2022-04-12 0 false
dltp2022-04-14 600180 6.51 2022-03-15 7.17 2022-04-06 6.8 2022-04-08 7.61 2022-04-14 2 false
dltp2022-04-14 600223 9.56 2022-03-15 11.39 2022-04-06 10.02 2022-04-13 10.82 2022-04-14 0 true
dltp-00-2022-04-14 600229 6.77 2022-03-25 7.01 2022-03-29 6.8 2022-03-30 7.13 2022-04-06 0 false
dltp-00-2022-04-14 600269 3.34 2022-03-15 3.65 2022-03-28 3.48 2022-03-30 3.68 2022-04-12 0 false
dltp-00-2022-04-14 600282 3.43 2022-03-15 3.77 2022-03-22 3.53 2022-03-29 3.95 2022-04-14 0 false
dltp-00-2022-04-14 600283 11.8 2022-03-15 13.04 2022-03-21 12.28 2022-03-24 14.16 2022-04-12 0 false
dltp-00-2022-04-14 600305 10.1 2022-03-15 10.94 2022-04-06 10.18 2022-04-11 10.96 2022-04-14 0 false
dltp-00-2022-04-14 600311 1.6 2022-03-15 1.66 2022-04-06 1.64 2022-04-07 1.71 2022-04-14 0 false
dltp-00-2022-04-14 600321 1.91 2022-01-27 2.38 2022-02-17 1.96 2022-03-15 2.44 2022-04-06 0 false
dltp2022-04-14 600340 2.62 2022-03-15 4.63 2022-04-06 3.51 2022-04-13 3.69 2022-04-14 0 true
dltp-00-2022-04-14 600346 19.27 2022-03-09 21.09 2022-04-01 20.98 2022-04-06 23.6 2022-04-11 0 false
dltp-00-2022-04-14 600348 10.24 2022-03-15 11.82 2022-03-22 11.61 2022-03-23 13.43 2022-04-14 0 false
dltp-00-2022-04-14 600354 5.34 2022-03-15 6.04 2022-03-21 5.84 2022-03-23 6.86 2022-04-11 0 false
dltp-00-2022-04-14 600356 6.85 2022-03-15 7.44 2022-03-28 7.33 2022-03-29 7.64 2022-04-14 0 false
dltp-00-2022-04-14 600369 4.17 2022-03-15 4.44 2022-04-06 4.27 2022-04-11 4.41 2022-04-12 0 false
dltp-00-2022-04-14 600371 12.03 2022-03-15 14.43 2022-03-29 13.02 2022-04-08 14.38 2022-04-14 0 false
dltp-00-2022-04-14 600377 8.25 2022-03-15 8.6 2022-04-06 8.41 2022-04-11 8.61 2022-04-12 0 false
dltp-00-2022-04-14 600419 12.11 2022-03-15 13.82 2022-04-01 13.07 2022-04-11 14 2022-04-14 0 false
dltp-00-2022-04-14 600422 10.83 2022-04-08 11.62 2022-04-12 11.29 2022-04-13 11.8 2022-04-14 0 false
dltp-00-2022-04-14 600426 30.54 2022-03-15 33 2022-03-29 32.39 2022-03-30 34.19 2022-04-11 0 false
dltp-00-2022-04-14 600448 3.3 2022-03-09 3.71 2022-03-14 3.42 2022-03-23 3.78 2022-04-13 0 false
dltp-00-2022-04-14 600467 2.68 2022-03-15 3 2022-03-21 2.91 2022-03-24 3.24 2022-04-14 0 false
dltp-00-2022-04-14 600476 11.97 2022-03-15 13.15 2022-03-21 12.62 2022-03-24 14.3 2022-04-14 0 false
dltp-00-2022-04-14 600478 4.98 2022-03-15 5.77 2022-03-23 5.32 2022-03-31 6.35 2022-04-11 0 false
dltp-00-2022-04-14 600486 103.67 2022-03-09 120.19 2022-03-14 112.99 2022-03-23 132 2022-04-08 0 false
dltp-00-2022-04-14 600493 5.4 2022-01-27 6.17 2022-03-03 5.45 2022-03-15 6.27 2022-04-06 0 false
dltp-00-2022-04-14 600496 4.45 2022-03-25 4.51 2022-03-28 4.46 2022-03-29 4.98 2022-04-11 0 false
dltp-00-2022-04-14 600497 4.53 2022-03-15 5.35 2022-03-24 5.15 2022-03-31 6 2022-04-14 0 false
dltp-00-2022-04-14 600506 11.81 2022-03-24 11.93 2022-03-29 11.86 2022-03-30 12.95 2022-04-12 0 false
dltp-00-2022-04-14 600507 7.34 2022-03-15 8.6 2022-03-18 8.13 2022-03-25 8.96 2022-04-06 0 false
dltp2022-04-14 600513 8.68 2022-03-09 9.76 2022-04-06 9.1 2022-04-11 9.77 2022-04-14 2 false
dltp-00-2022-04-14 600519 1603 2022-03-15 1752.19 2022-03-23 1660.8 2022-03-28 1809 2022-04-14 0 false
dltp-00-2022-04-14 600531 5.39 2022-04-07 5.49 2022-04-08 5.41 2022-04-11 5.77 2022-04-14 0 false
dltp-00-2022-04-14 600540 5.05 2022-03-15 6.15 2022-03-29 5.57 2022-04-08 6.37 2022-04-14 0 false
dltp-00-2022-04-14 600557 10.12 2021-12-08 14.56 2022-01-11 10.29 2022-02-22 16.18 2022-04-12 0 false
dltp-00-2022-04-14 600561 5.67 2022-03-30 6.08 2022-04-06 5.74 2022-04-11 6.08 2022-04-13 0 false
dltp-00-2022-04-14 600573 9.57 2022-03-29 10.6 2022-04-06 10.2 2022-04-11 11.4 2022-04-14 0 false
dltp-00-2022-04-14 600575 3.2 2022-03-17 3.41 2022-03-22 3.24 2022-03-25 3.54 2022-04-14 0 false
dltp-00-2022-04-14 600582 4.02 2022-02-15 4.59 2022-03-07 4.16 2022-03-16 5.01 2022-03-23 0 false
dltp-00-2022-04-14 600595 3.98 2022-03-15 4.28 2022-03-21 4.13 2022-03-31 4.46 2022-04-13 0 false
dltp-00-2022-04-14 600596 26.22 2022-03-31 27.19 2022-04-01 26.9 2022-04-06 28.3 2022-04-08 0 false
dltp-00-2022-04-14 600598 13.14 2022-01-27 15.27 2022-03-03 13.18 2022-03-16 16.22 2022-04-14 0 false
dltp-00-2022-04-14 600610 13.2 2022-03-28 13.8 2022-03-29 13.21 2022-03-31 14.55 2022-04-08 0 false
dltp-00-2022-04-14 600616 5.81 2022-03-15 6.36 2022-04-06 5.96 2022-04-11 6.43 2022-04-14 0 false
dltp-00-2022-04-14 600637 7.58 2022-04-11 7.77 2022-04-12 7.65 2022-04-13 7.78 2022-04-14 0 false
dltp-00-2022-04-14 600643 6.43 2022-04-11 6.58 2022-04-12 6.44 2022-04-13 6.53 2022-04-14 0 false
dltp-00-2022-04-14 600650 9.41 2022-03-09 10.11 2022-03-11 9.42 2022-03-15 11.3 2022-04-14 0 false
dltp-00-2022-04-14 600682 9.59 2022-03-15 10.93 2022-04-06 10.38 2022-04-11 10.95 2022-04-14 0 false
dltp2022-04-14 600686 5.18 2022-03-15 5.56 2022-04-06 5.24 2022-04-11 5.62 2022-04-14 2 false
dltp-00-2022-04-14 600696 27 2022-03-31 28.91 2022-04-08 27.3 2022-04-11 28.78 2022-04-14 0 false
dltp-00-2022-04-14 600705 3.76 2022-03-15 3.92 2022-03-16 3.9 2022-03-17 4.23 2022-04-06 0 false
dltp-00-2022-04-14 600710 5.85 2022-04-07 5.9 2022-04-08 5.86 2022-04-11 6.11 2022-04-14 0 false
dltp-00-2022-04-14 600719 3.65 2022-03-15 4.11 2022-04-06 3.9 2022-04-11 4.18 2022-04-14 0 false
dltp-00-2022-04-14 600721 7.3 2022-03-16 8.36 2022-03-24 7.9 2022-03-28 9.22 2022-04-11 0 false
dltp-00-2022-04-14 600722 5.42 2022-03-15 6.11 2022-03-25 6.01 2022-03-28 6.35 2022-04-08 0 false
dltp-00-2022-04-14 600726 2.4 2022-03-24 2.51 2022-04-06 2.42 2022-04-11 2.79 2022-04-14 0 false
dltp-00-2022-04-14 600727 9.05 2022-03-28 9.79 2022-03-29 9.44 2022-03-30 10.43 2022-04-14 0 false
dltp-00-2022-04-14 600739 15.19 2022-04-11 15.78 2022-04-12 15.56 2022-04-13 15.74 2022-04-14 0 false
dltp-00-2022-04-14 600746 12.77 2022-03-09 13.61 2022-03-24 13.18 2022-03-29 14.2 2022-04-13 0 false
dltp-00-2022-04-14 600753 13.11 2022-01-27 16.09 2022-03-03 13.76 2022-03-09 18 2022-03-25 0 false
dltp2022-04-14 600754 45.72 2022-03-15 51.83 2022-04-01 49.1 2022-04-11 54.3 2022-04-14 0 true
dltp-00-2022-04-14 600768 8.88 2022-03-15 9.87 2022-04-07 9.62 2022-04-11 10.56 2022-04-14 0 false
dltp-00-2022-04-14 600778 4.4 2022-02-24 5.14 2022-03-18 4.75 2022-04-08 5.8 2022-04-13 0 false
dltp-00-2022-04-14 600790 3.23 2022-01-27 3.75 2022-03-03 3.34 2022-03-15 3.97 2022-04-06 0 false
dltp-00-2022-04-14 600792 4.13 2022-03-31 4.32 2022-04-08 4.13 2022-04-11 4.75 2022-04-14 0 false
dltp-00-2022-04-14 600811 3.07 2022-03-15 3.33 2022-03-21 3.18 2022-03-24 3.43 2022-03-29 0 false
dltp-00-2022-04-14 600814 6.27 2022-01-25 8.09 2022-02-16 6.59 2022-03-15 8.47 2022-04-12 0 false
dltp-00-2022-04-14 600827 9.85 2022-03-15 11.01 2022-03-22 10.65 2022-03-29 12.51 2022-04-12 0 false
dltp-00-2022-04-14 600833 8.36 2022-01-27 12.71 2022-03-07 10.62 2022-04-01 14.28 2022-04-12 0 false
dltp-00-2022-04-14 600848 12.6 2022-03-15 13.69 2022-03-28 13.6 2022-03-29 14.69 2022-04-06 0 false
dltp-00-2022-04-14 600854 4.42 2022-03-15 5.09 2022-03-25 4.89 2022-03-30 5.14 2022-04-14 0 false
