code	name	sw_l1_name	行业股票数	市值	流通市值	pe	pe行业排名	pb	pb行业排名	ps	ps行业排名	营收同比	营收同比行业排名	现金转化率	现金转化率行业排名	杠杆率	杠杆率行业排名	扣非净/营收
601619	嘉泽新能	公用事业I	180	77.6689	75.2067	31.1484	116	2.1636	110	7.1765	146	28.68	79	23.25	32	3.2209	153	0.3142
601628	中国人寿	非银金融I	81	9725.8848	7165.3765	15.7461	24	2.0793	52	1.1301	10	10.57	41	43.17	34	9.4116	77	0.0767
601633	长城汽车	汽车I	192	3137.3379	2070.5442	40.9997	124	5.4918	157	2.5714	97	150.62	15	0.69	110	2.5818	156	0.0429
601636	旗滨集团	建筑材料I	71	406.6932	406.6932	15.9806	28	3.9139	48	3.6095	53	124.96	12	29.83	8	1.4805	22	0.2924
601658	邮储银行	银行I	38	4767.0127	581.7622	7.2995	20	0.8054	22	1.6361	8	7.15	12	146	13	15.9283	38	0.2735
601666	平煤股份	采掘I	60	148.9061	147.5765	9.1334	10	0.9641	14	0.6508	11	8.31	49	30.69	13	2.9517	51	0.0853
601668	中国建筑	建筑装饰I	133	2063.8499	1999.7135	4.2654	2	0.6848	6	0.1175	6	53.41	67	-11.31	32	3.8573	107	0.0271
601669	中国电建	建筑装饰I	133	590.5428	430.1739	6.778	11	0.6217	4	0.1349	9	54.76	65	-17.19	48	4.1119	111	0.0234
601677	明泰铝业	有色金属I	124	125.5277	121.6949	9.866	1	1.4248	9	0.6903	20	60.99	60	5.82	41	1.4087	31	0.0565
601678	滨化股份	化工I	372	129.8338	129.8338	13.457	34	1.6794	76	1.8179	119	47.76	194	45.83	6	1.7718	242	0.2301
601686	友发集团	钢铁I	36	159.0824	16.0034	12.1272	15	2.6821	29	0.2988	7	69.17	11	-9.25	28	2.0625	18	0.0232
601688	华泰证券	非银金融I	81	1464.9713	1180.1757	13.0295	16	1.1098	13	4.3903	32	28.02	31	32.49	35	5.5026	64	0.373
601689	拓普集团	汽车I	192	345.8222	331.0552	45.4698	128	3.5212	132	4.4743	135	100.8	30	6.45	78	1.4914	67	0.0988
601696	中银证券	非银金融I	81	415.311	217.0268	50.6898	62	2.7214	61	13.1978	64	-11.82	62	456.25	8	3.7927	33	0.357
601698	中国卫通	国防军工I	85	632	64.4067	124.9231	70	5.4048	59	23.5331	73	-4.06	75	2.58	21	1.1841	15	0.1719
601699	潞安环能	采掘I	60	296.1495	296.1495	10.5137	13	1.024	16	1.0527	22	38.57	19	5.68	37	2.8808	49	0.2029
601700	风范股份	电气设备I	221	47.9357	47.9357	20.8842	54	1.9044	56	1.8614	70	-5.48	211	-51.1	198	1.8649	122	0.0599
601702	华峰铝业	有色金属I	124	75.3891	18.8471	24.028000000000002	26	2.7206	52	1.6149	50	70.54	44	-13.5	95	1.9628	84	0.0672
601717	郑煤机	汽车I	192	188.1464	161.7312	13.5013	25	1.3897	26	0.6658	23	29.21	155	2.77	94	2.4452	149	0.0616
601727	上海电气	电气设备I	221	790.0103	636.563	18.3462	36	1.1294	6	0.5333	7	75.09	83	-52.87	201	2.8557	202	0.02
601766	中国中车	机械设备I	415	1730.5415	1466.9662	14.5126	28	1.1973	14	0.7339	16	24.43	315	-31.11	319	2.4857	356	0.0237
601777	力帆科技	汽车I	192	253.8	126.9254	93.5332	160	2.5137	97	6.4862	151	48.89	117	79.02	2	1.5699	77	0.0176
601778	晶科科技	公用事业I	180	155.1447	97.6809	39.8619	130	1.4282	58	4.3266	124	-0.24	164	-3.63	125	2.7149	127	-0.0811
601788	光大证券	非银金融I	81	716.5164	607.101	37.1834	52	1.4055	31	4.3756	31	18.06	37	203.1	19	4.4018	47	0.2036
601789	宁波建工	建筑装饰I	133	36.7984	36.7984	11.9271	33	1.1738	35	0.1746	12	25.76	100	-13.87	41	4.4421	121	0.0135
601799	星宇股份	汽车I	192	526.6833	526.6833	40.9679	123	8.7071	170	6.604	153	51.87	111	16.34	33	1.8656	118	0.1348
601800	中国交建	建筑装饰I	133	1094.4187	795.2878	6.0142	7	0.5035	1	0.16	11	59.01	55	-22.32	64	3.751	105	0.0277
601801	皖新传媒	传媒I	148	100.057	100.057	15.1686	16	0.9205	7	1.0682	16	29.38	64	1.86	52	1.543	74	0.1083
601808	中海油服	采掘I	60	690.4494	428.3797	39.5686	41	1.7841	35	2.5866	42	-27.74	56	-17.37	55	1.9245	30	0.0256
601811	新华文轩	传媒I	148	118.8189	76.2603	9.408	8	1.1472	14	1.2543	17	31.25	59	-1.7	65	1.6688	89	0.0794
601816	京沪高铁	交通运输I	116	2735.2312	1522.2083	84.7582	99	1.4862	60	10.5861	96	11.65	88	34.19	30	1.4379	22	0.0562
601818	光大银行	银行I	38	2064.019	1579.6914	5.36	9	0.5833	10	1.4347	4	3.72	19	-186.63	30	12.0171	10	0.2964
601827	三峰环境	公用事业I	180	150.5406	33.9306	13.232999999999999	29	1.8103	88	2.6955	95	69.59	31	18.81	50	2.2709	94	0.335
601828	美凯龙	商业贸易I	83	365.8985	296.44	17.7623	20	0.7545	6	2.4359	49	30.7	37	22.04	20	2.5931	48	0.1235
601838	成都银行	银行I	38	458.0335	456.4432	7.2931	19	1.0987	33	2.9971	32	19.93	2	-39.64	23	14.9407	35	0.4078
601857	中国石油	采掘I	60	8583.6836	7594.1455	13.6346	24	0.6911	5	0.4343	5	8.41	48	-0.33	48	1.8104	28	0.0508
601858	中国科传	传媒I	148	75.1766	75.1766	14.7791	14	1.7619	34	2.8356	37	51.87	40	-74.94	139	1.3894	52	0.0622
601860	紫金银行	银行I	38	139.4808	66.5471	9.6292	32	0.9453	29	3.3358	34	-22.14	38	-35.4	20	15.0309	36	0.3115
601865	福莱特	建筑材料I	71	628.62	131.2274	27.9209	45	5.82	61	8.8363	64	70.95	38	6.75	21	1.4477	20	0.4039
601866	中远海发	交通运输I	116	356.3694	243.5162	13.6224	32	1.8746	72	1.7128	42	52.95	49	24.33	41	5.5587	115	0.1607
601869	长飞光纤	通信I	105	181.8972	25.5776	28.631	19	1.9943	23	2.0417	24	56.16	35	-19.51	69	1.714	63	0.039
601872	招商轮船	交通运输I	116	367.3365	305.1908	19.421	57	1.4154	56	2.1754	51	-24.81	112	20.74	44	2.3107	85	0.103
601877	正泰电器	电气设备I	221	662.1919	662.1919	10.669	7	2.2011	74	1.9236	75	20.55	177	-17.5	136	2.281	166	0.088
601878	浙商证券	非银金融I	81	491.36400000000003	457.8994	28.4202	46	2.1767	53	4.0902	28	73.05	14	79.24	27	5.3271	62	0.1273
601880	辽港股份	交通运输I	116	393.6477	303.88599999999997	44.5055	87	1.1073	36	5.8049	90	4.67	94	4.31	65	1.4511	25	0.1229
601881	中国银河	非银金融I	81	1035.0142	658.1646	13.8461	19	1.3242	27	4.0209	27	35.65	26	120.65	23	5.1589	59	0.264
601882	海天精工	机械设备I	415	73.5498	73.5498	38.9529	209	5.4987	325	3.8692	193	99.47	90	-25.22	301	2.1642	333	0.1094
601886	江河集团	建筑装饰I	133	83.6686	83.6686	7.3643	16	0.9318	20	0.4443	28	33.61	88	-48.49	99	2.6164	75	0.037
601888	中国中免	休闲服务I	32	6208.8721	6208.8721	68.9061	13	24.6472	15	9.8932	14	127.48	8	0.44	7	1.6844	16	0.1563
601890	亚星锚链	国防军工I	85	55.7411	55.7411	55.7555	36	1.8062	5	4.3931	26	55.29	38	12.71	13	1.2545	21	0.0699
601898	中煤能源	采掘I	60	994.3998	686.4	11.3453	17	0.9479	13	0.6298	9	61.49	8	13.13	26	2.2423	37	0.0783
601899	紫金矿业	有色金属I	124	2756.2046	2125.0825	34.5409	54	5.1319	90	1.5074	48	31.36	99	11.05	26	2.3973	101	0.0521
601900	南方传媒	传媒I	148	73.7306	73.7306	9.1564	7	1.0943	11	1.0294	15	18.46	78	-14.87	102	1.8085	100	0.0961
601901	方正证券	非银金融I	81	735.1267	735.1267	45.7692	60	1.8224	49	9.6036	58	5.83	46	58.56	30	3.3685	27	0.4304
601908	京运通	电气设备I	221	195.3414	161.2351	34.0928	105	1.8989	55	4.4153	144	50.58	120	14	29	2.0058	140	0.1903
601916	浙商银行	银行I	38	840.1135	276.9205	6.7987	18	0.7045	15	1.7784	12	-3.43	30	-539.36	36	15.1134	37	0.3501
601918	新集能源	采掘I	60	97.4044	97.4044	7.5065	3	1.3035	25	1.0399	20	58.29	10	40.08	10	3.5103	55	0.1798
601919	中远海控	交通运输I	116	2732.6492	1929.7126	10.8923	19	4.5949	95	1.3664	33	79.58	30	41.61	20	3.0108	98	0.2376
601928	凤凰传媒	传媒I	148	196.9753	196.9753	9.7086	9	1.2806	20	1.5499	22	27.48	68	19.1	28	1.683	91	0.1433
601929	吉视传媒	传媒I	148	60.9778	60.9778	82.8234	81	0.9202	6	3.0660000000000003	41	4.21	112	-3.47	73	2.08	113	0.0301
601933	永辉超市	商业贸易I	83	531.0087	528.3284	212.1614	71	3.4505	63	0.5882	19	-9.99	77	5.46	42	4.9608	78	0.0066
601939	建设银行	银行I	38	17175.7539	659.0843	6.2843	13	0.7325	17	2.2511	21	3.4	21	117.02	15	11.8976	9	0.3834
601949	中国出版	传媒I	148	143.4307	143.4307	17.5679	23	1.9858	37	2.302	32	38.45	53	-34.69	126	1.6556	87	0.0073
601952	苏垦农发	农林牧渔I	83	160.2614	160.2614	23.351999999999997	21	2.949	36	1.7631	26	34.43	44	-19.01	67	2.3206	69	0.0529
601956	东贝集团	家用电器I	66	39.883	16.146	29.2453	38	2.3893	24	0.6968	10	58.69	36	40.71	4	3.2895	60	0.0105
601958	金钼股份	有色金属I	124	198.4362	198.4362	111.6338	106	1.6047	14	2.7406	66	-17.04	120	-10.88	87	1.1258	8	0.0413
601963	重庆银行	银行I	38	379.416	37.9416	8.4685	27	0.9446	28	2.8399	27	9.33	8	-215	31	12.4854	17	0.3894
601965	中国汽研	汽车I	192	168.051	163.7845	27.340999999999998	80	3.252	125	4.4622	134	70.84	74	-25.09	179	1.2797	33	0.1358
601966	玲珑轮胎	化工I	372	653.2425	645.1466	27.8748	165	3.8388	261	3.3013	205	39.22	225	-1.77	208	1.8028	251	0.0918
601968	宝钢包装	轻工制造I	137	87.566	64.7406	38.5907	85	2.4968	65	1.3864	29	53.83	73	-4.88	82	1.8085	98	0.0524
601969	海南矿业	采掘I	60	158.5278	158.5278	47.3935	43	3.7739	44	5.7553	46	-1.17	50	-0.83	49	1.7012	24	0.1521
601975	招商南油	交通运输I	116	110.7034	80.2971	15.0148	42	1.8995	74	2.853	65	-14.26	108	19.46	45	1.4991	30	0.1162
601985	中国核电	公用事业I	180	916.4409	817.1872	13.6414	33	1.4817	64	1.6627	55	26.06	87	44.17	10	3.2786	158	0.1304
601988	中国银行	银行I	38	9655.9199	6913.1089	4.9702	6	0.5334	6	1.6785	10	6.58	14	367.75	6	11.8142	8	0.3385
601990	南京证券	非银金融I	81	331.7725	214.3886	43.9176	58	2.0782	51	14.5492	65	-14.71	64	-128.67	66	2.8535	21	0.3594
601991	大唐发电	公用事业I	180	510.7852	342.1321	16.2525	53	1.2122	36	0.5182	9	13.36	130	20.41	44	3.018	145	0.0306
601992	金隅集团	建筑材料I	71	295.7743	230.8562	10.1016	12	0.631	1	0.2523	1	67.21	39	4.94	22	3.0804	64	0.0029
601995	中金公司	非银金融I	81	2469.6245	164.2299	31.6362	49	3.6017	66	9.9493	62	24.37	33	-206.83	69	7.6642	74	0.3089
601996	丰林集团	轻工制造I	137	39.4094	37.1637	19.5223	43	1.4399	21	1.9831	54	171.63	6	28.23	8	1.3322	32	0.0465
601997	贵阳银行	银行I	38	281.1616	238.0816	4.6952	3	0.6398	11	1.8173	13	-14.7	36	-36.69	21	13.0046	22	0.4441
601998	中信银行	银行I	38	2573.9727	1791.1708	5.1307	7	0.534	7	1.3191	3	0.79	25	-59.95	25	13.5228	29	0.3003
601999	出版传媒	传媒I	148	50.6842	50.6842	32.4848	49	2.1524	43	2.0161	28	-5.66	123	-49.2	133	1.7246	94	-0.042
603000	人民网	传媒I	148	204.9951	204.9951	63.7092	74	6.1101	87	9.6288	83	8.9	99	-49.75	134	1.4071	54	-0.0998
603001	奥康国际	纺织服装I	85	33.4818	33.4818	46.2761	49	0.9174	8	1.0655	9	92.15	6	-24.28	76	1.1463	7	0.0442
603002	宏昌电子	化工I	372	54.8683	36.8647	19.8589	109	2.6708	181	1.8719	122	92.82	69	-1.22	201	1.7407	234	0.0929
603005	晶方科技	电子I	309	196.4806	186.1782	43.9468	154	5.6247	216	15.8229	257	72.49	110	42.85	18	1.0959	18	0.3242
603006	联明股份	汽车I	192	18.5155	18.5155	18.1508	37	1.6409	47	1.8232	77	100.93	29	43.74	6	1.3005	35	0.1179
603008	喜临门	轻工制造I	137	102.5495	102.5495	22.6775	53	3.5010000000000003	93	1.6678	45	72.51	52	-16.77	106	2.0989	113	0.0348
603009	北特科技	汽车I	192	21.7555	19.8793	45.7137	130	1.3328	20	1.3141	55	75.78	61	17.53	29	2.0979	132	0.048
603010	万盛股份	化工I	372	103.4601	103.0866	18.3973	91	6.1274	310	3.5826	227	144.45	21	9.19	95	1.45	149	0.2149
603011	合锻智能	机械设备I	415	20.6875	20.6068	33.8633	178	1.2161	16	2.1786	105	177.23	31	-43.4	359	1.5638	196	0.0397
603012	创力集团	机械设备I	415	38.1936	38.1936	10.322000000000001	12	1.2859	20	1.6995	68	-10.67	393	-16.97	264	1.7282	244	0.1288
603013	亚普股份	汽车I	192	70.4488	69.87	13.0013	24	2.0053	73	0.7701	28	17.09	172	17.77	27	1.7743	111	0.0535
603015	弘讯科技	电气设备I	221	24.9807	24.9807	30.3172	94	1.9234	57	2.925	109	77.27	76	-14.17	121	1.6286	81	0.1087
603016	新宏泰	电气设备I	221	38.4475	38.4475	63.5609	165	4.6649	161	7.9639999999999995	179	47.89	125	-2.17	82	1.1208	6	0.0672
603017	中衡设计	建筑装饰I	133	27.0164	26.8203	12.449000000000002	38	1.3545	48	1.4413	71	17.01	107	-70.93	111	1.7105	27	0.0766
603018	华设集团	建筑装饰I	133	57.39	57.39	9.5231	27	1.6753	69	1.0276	60	40.32	81	-40.37	93	2.5012	71	0.0927
603019	中科曙光	计算机I	257	379.2206	379.2206	44.8776	113	3.2958	106	3.7582	78	-3.44	221	-13.01	72	1.8988	210	0.0186
603020	爱普股份	食品饮料I	105	64.48	64.48	32.7304	28	2.8239	22	2.2177	22	41.18	46	4.04	58	1.1692	21	0.0691
603021	山东华鹏	轻工制造I	137	15.9334	15.9334	34.8282	76	1.2585	11	1.5230000000000001	36	34.89	105	-20.93	110	2.5424	126	-0.0091
603022	新通联	轻工制造I	137	22	22	57.7377	102	3.2429	88	3.1007	89	21.24	118	9.94	34	1.3198	30	0.0255
603023	威帝股份	汽车I	192	21.6401	21.6401	177.1573	168	2.8585	105	26.6457	171	-22.36	188	48.31	5	1.0255	1	0.0508
603025	大豪科技	电气设备I	221	297.0008	295.6504	116.0909	187	15.7109	196	29.8318	198	78.13	73	-0.95	71	1.1464	10	0.202
603026	石大胜华	化工I	372	176.2505	176.2505	34.5966	211	7.6844	326	3.3322	208	93.5	68	11.46	78	1.3797	133	0.1373
603027	千禾味业	食品饮料I	105	211.6848	210.5601	120.7608	94	10.9217	84	11.6853	80	32.91	60	2.26	66	1.1496	20	0.0888
603028	赛福天	机械设备I	415	27.2246	27.2246	46.245	243	3.5564	251	3.3429	164	57.24	188	-10.45	225	1.5491	192	0.0406
603029	天鹅股份	机械设备I	415	11.3875	11.3875	67.1257	305	1.5805	49	2.5175	129	5.66	367	-57.44	379	1.5246	184	0.0031
603030	全筑股份	建筑装饰I	133	23.4624	23.4624	17.1648	57	1.0312	26	0.4082	24	55.92	62	-35.2	85	3.6683	99	0.0247
603033	三维股份	化工I	372	88.3909	51.6179	34.2806	206	2.8906	204	4.156000000000001	250	134.38	34	-2.32	212	1.7704	240	0.1103
603035	常熟汽饰	汽车I	192	51.865	51.865	11.1788	12	1.4539	30	2.1456	87	48.8	118	13.12	43	1.8796	120	0.1513
603036	如通股份	机械设备I	415	16.9892	16.7819	24.4621	114	1.5032	41	5.8038	260	3.22	372	13.04	85	1.089	16	0.1763
603037	凯众股份	汽车I	192	16.3436	16.3436	17.2216	35	1.8344	61	3.0463	104	48.55	120	6.8	76	1.0973	5	0.1705
603038	华立股份	建筑材料I	71	21.0279	21.0279	33.2364	50	1.9625	33	2.0905	39	131.64	11	-32.06	57	1.4465	19	0.0321
603039	泛微网络	计算机I	257	176.2211	173.6756	74.4447	167	11.6982	208	11.5108	186	24.1	158	-32.88	109	1.7462	194	0.0613
603040	新坐标	汽车I	192	27.655	27.655	17.6536	36	3.0081	114	6.6361	155	64	87	22.78	18	1.1172	8	0.3164
603041	美思德	化工I	372	18.007	17.9413	16.2697	70	1.9793	113	4.162	251	52.89	168	6.23	132	1.1328	41	0.1633
603042	华脉科技	通信I	105	16.048	16.048	41.2327	38	1.9912	22	1.3484	16	14.9	79	-35.04	77	2.1739	85	-0.0466
603043	广州酒家	食品饮料I	105	153.8821	153.8821	30.8402	25	5.9508	62	4.4771	36	28.73	66	-19.4	95	1.5025	67	0.0669
603045	福达合金	有色金属I	124	15.6612	15.6612	25.3816	29	1.8851	29	0.5897	17	136.24	7	-71	123	2.4659	102	0.011
603050	科林电气	电气设备I	221	20.7629	20.6787	16.6857	30	1.7328	44	1.1231	28	74.88	85	-53.32	202	2.4322	176	0.0025
603053	成都燃气	公用事业I	180	94.0446	59.3422	20.4574	83	2.4557	120	2.1503	74	17.96	119	6.73	91	1.7127	45	0.1354
603055	台华新材	纺织服装I	85	51.254	47.6933	25.6125	38	1.7086	23	1.8489	27	57.89	15	-7.73	58	1.8838	69	0.1285
603056	德邦股份	交通运输I	116	114.7111	107.23200000000001	17.183	48	2.1855	80	0.3779	9	63.13	38	11.61	53	2.3847	87	-0.0106
603058	永吉股份	轻工制造I	137	28.5809	28.5809	24.1352	57	2.5539	70	6.7275	114	-12.12	135	2.4	58	1.1642	6	0.1806
603059	倍加洁	轻工制造I	137	21.16	21.16	24.1506	60	2.0114	43	2.1578	59	121.36	19	9.82	35	1.4367	55	0.0833
603060	国检集团	综合I	35	105.2128	105.2128	41.6512	17	7.6136	23	6.3896	17	96.08	5	-7.53	13	1.3892	15	-0.0544
603063	禾望电气	电气设备I	221	52.9794	52.6016	17.4747	34	1.8449	48	2.2251	88	14.37	190	-12.74	116	1.5527	70	0.1832
603066	音飞储存	交通运输I	116	25.0185	25.0185	27.5419	75	2.4066	81	3.5834	77	37.67	62	3.82	70	1.4178	21	0.1144
603067	振华股份	化工I	372	35.0323	30.2702	22.1586	130	1.8706	99	2.0177	130	218.23	7	-6.75	256	1.763	239	0.0525
603068	博通集成	电子I	309	105.5532	66.0675	380.9612	281	5.2818	211	11.605	237	74.4	102	-2.55	193	1.0903	16	0.0386
603076	乐惠国际	机械设备I	415	53.0224	45.8175	50.5106	264	4.0896	281	6.1435	270	5.2	368	-31.29	321	1.8253	267	0.1491
603077	和邦生物	化工I	372	164.2613	164.2613	50.8443	268	1.4632	53	2.7878	178	61.7	143	21.59	34	1.287	100	0.1506
603078	江化微	化工I	372	36.9408	34.7873	62.9093	286	3.3343	228	6.1564	292	30.16	256	-27.25	345	1.804	252	0.0555
603079	圣达生物	医药生物I	361	29.5472	29.5472	18.6536	53	2.2249	76	3.4249	116	-2.34	325	10.6	148	1.3549	166	0.1003
603080	新疆火炬	公用事业I	180	19.1025	19.1025	20.5083	85	1.5495	69	2.5417	89	41.57	61	-14.59	140	1.6649	39	0.1319
603081	大丰实业	建筑装饰I	133	47.4943	47.4943	13.9324	46	2.1355	83	1.7951	77	47.88	73	-35.93	87	2.1677	54	0.1525
603085	天成自控	汽车I	192	25.7307	25.7307	38.0404	115	2.4932	95	1.6741	70	41.29	133	8.61	64	2.5518	155	0.0485
603086	先达股份	化工I	372	21.7924	21.56	12.6857	26	1.2623	31	1.1042	52	21.17	301	-6.69	255	1.4552	152	0.0445
603087	甘李药业	医药生物I	361	694.6811	69.624	53.5327	202	7.8022	249	20.1909	269	16.75	253	38.2	29	1.0569	9	0.1965
603088	宁波精达	机械设备I	415	18.3958	18.3958	26.758000000000003	128	3.1919	225	4.0701	204	28.92	293	-0.7	162	1.6147	208	0.1499
603089	正裕工业	汽车I	192	20.0248	20.0248	12.8565	22	1.883	64	1.5647	62	76.09	59	1.25	104	1.5127	71	0.0614
603090	宏盛股份	机械设备I	415	12.35	12.35	179.6904	355	2.4666	151	3.4627	171	45.43	228	-1.51	165	1.4344	165	0.0158
603093	南华期货	非银金融I	81	87.6055	15.8533	89.8299	70	3.0693	63	0.9346	8	-21.18	69	44.93	33	8.4489	76	0.0174
603095	越剑智能	机械设备I	415	31.086	8.8077	21.9557	88	1.5588	48	3.5618	178	74.89	139	16.27	61	1.4464	169	0.1514
603096	新经典	传媒I	148	60.0612	60.0612	27.8992	42	3.0266	57	6.6599	71	13.59	90	-19.15	111	1.0791	4	0.2421
603098	森特股份	建筑装饰I	133	128.39600000000002	128.39600000000002	69.1059	106	5.0364	109	4.0625	100	1.34	123	-20.78	60	1.863	34	0.0748
603100	川仪股份	电气设备I	221	63.911	63.911	11.2465	10	2.2257	77	1.3775	46	60.02	107	-9.57	101	1.9275	132	0.0692
603101	汇嘉时代	商业贸易I	83	23.3318	23.3318	48.5298	58	1.6243	37	1.0088	30	32.61	35	15.93	28	2.9396	56	0.0591
603105	芯能科技	公用事业I	180	37.8	23.3075	45.8575	134	2.4908	121	8.9926	154	-6.9	168	10.1	78	1.9352	65	0.1132
603106	恒银科技	计算机I	257	28.3884	28.3884	116.0804	196	1.734	21	3.3110000000000004	62	-27.32	247	-75.21	178	1.4954	152	0.0142
603108	润达医疗	医药生物I	361	64.7343	64.7343	16.5934	46	2.0326	67	0.8263	19	58.88	107	-9.82	301	2.5956	333	0.0423
603109	神驰机电	汽车I	192	33.7781	10.7481	25.8306	69	2.4786	92	1.8941	81	86.16	41	-30.78	183	1.5952	84	0.0781
603110	东方材料	化工I	372	61.0292	61.0292	116.85799999999999	323	9.5291	334	13.6558	332	45.6	200	3	162	1.2526	84	0.1143
603111	康尼机电	机械设备I	415	51.253	43.1367	11.6734	17	1.6595	61	1.4974	58	11.53	347	-23.8	293	1.7102	237	0.1161
603112	华翔股份	家用电器I	66	53.8572	6.5702	19.6982	15	2.9139999999999997	30	2.5356	34	42.08	51	1.05	29	1.5344	19	0.1127
603113	金能科技	采掘I	60	159.7366	135.0849	14.174000000000001	25	1.9224	36	1.9548	36	32.16	24	24	16	1.434	11	0.1724
603115	海星股份	有色金属I	124	29.12	7.28	22.2245	19	2.6246	48	2.1824	60	49.98	77	7.77	34	1.2756	20	0.0802
603116	红蜻蜓	纺织服装I	85	36.8769	36.8769	45.0831	48	1.0729	12	1.3743	18	17.86	60	-21.54	71	1.2828	20	0.0204
603117	万林物流	交通运输I	116	22.9947	22.7932	58.9169	92	1.0053	28	3.4439	73	-25.8	113	-296.28	114	2.1391	76	0.0235
603118	共进股份	通信I	105	65.7046	65.7046	18.4399	4	1.383	9	0.6782	4	50.05	43	-1.96	42	1.8488	72	0.0229
603121	华培动力	汽车I	192	25.3107	11.4132	35.3273	110	2.1695	79	3.3902	114	88.33	38	2.7	96	1.4609	62	0.0955
603123	翠微股份	商业贸易I	83	64.3782	42.246	37.6964	52	1.6841	40	1.5473	39	7.39	58	-5.28	58	1.8662	25	0.0443
603126	中材节能	公用事业I	180	67.2771	67.2771	37.3943	127	3.62	146	2.2282	77	111.78	17	-20.86	146	1.9137	64	0.0295
603127	昭衍新药	医药生物I	361	454.9511	381.4563	116.8809	273	6.896	239	40.5416	302	29.91	190	17.16	96	1.1573	60	0.3952
603128	华贸物流	交通运输I	116	199.0384	199.0384	30.1651	78	4.17	93	1.2133	28	106.13	22	-0.93	81	1.5638	38	0.0399
603129	春风动力	汽车I	192	184.0309	183.6037	45.7004	129	11.4923	172	3.3683	112	150.64	14	7.02	75	2.7888	163	0.0569
603131	上海沪工	机械设备I	415	56.9497	53.2578	43.995	235	4.328	287	4.7273	226	114.41	67	-42.38	352	1.7567	251	0.0483
603136	天目湖	休闲服务I	32	29.6786	29.6786	38.6824	7	3.1557	11	6.8842	11	268.95	3	-14.05	12	1.4292	11	-0.0765
603138	海量数据	计算机I	257	27.1458	26.6308	76.2235	169	5.2457	177	6.6571	135	12.13	196	-31.14	105	1.3808	127	0.0416
603139	康惠制药	医药生物I	361	17.4091	17.4091	48.0374	191	1.7121	41	4.0707	133	16.35	255	-18.77	324	1.5596	243	0.0747
603155	新亚强	化工I	372	58.3506	14.5876	31.2291	191	2.8639	201	10.1951	322	73.68	114	-6.39	247	1.0571	5	0.3243
603156	养元饮品	食品饮料I	105	407.2358	407.2358	22.745	14	3.2413	28	7.561	62	75.04	15	-27.38	98	1.1197	14	0.2898
603158	腾龙股份	汽车I	192	36.0172	36.0172	20.5667	51	2.9124	107	1.8178	76	75.69	62	-3.36	123	2.0058	128	0.0836
603159	上海亚虹	机械设备I	415	19.096	19.096	37.9165	200	4.3601	292	2.9225	148	62.8	177	-7.46	202	1.2906	116	0.0776
603160	汇顶科技	电子I	309	530.5264	525.5262	32.9307	97	6.4313	235	7.853	210	5.07	283	10.73	102	1.2553	77	0.0918
603161	科华控股	汽车I	192	19.5431	19.5431	58.5753	142	1.4797	33	1.1028	42	42.15	131	5.17	82	3.1461	174	0.0495
603165	荣晟环保	轻工制造I	137	34.2534	34.2534	13.5802	13	2.259	56	1.8845	51	35.12	104	2.47	56	1.2335	18	0.1468
603166	福达股份	汽车I	192	37.2972	37.2972	15.9902	32	1.6887	52	1.8635	79	75.37	64	21.78	21	1.4982	68	0.103
603167	渤海轮渡	交通运输I	116	38.912	38.3277	17.2733	49	1.1363	38	3.0857	68	45.56	55	36.22	27	1.3812	19	0.1093
603178	圣龙股份	汽车I	192	21.8236	21.8045	27.6376	81	3.1217	121	1.6548	68	39.21	138	19.5	25	2.7695	161	0.0557
603179	新泉股份	汽车I	192	103.97	89.9533	32.3866	102	3.0299	115	2.5146	94	68.43	78	-6.18	139	1.9194	123	0.0668
603180	金牌厨柜	轻工制造I	137	68.5667	67.4038	20.7625	47	3.8049	99	2.3993	67	81.55	44	-61.79	133	1.7042	86	0.0212
603181	皇马科技	化工I	372	68.8576	68.8576	20.0661	112	3.5548	241	3.2628	202	47.11	196	-15.21	312	1.4806	164	0.1245
603183	建研院	综合I	35	23.3016	21.8911	17.3158	3	1.8333	10	2.8439	12	31.3	22	-35.36	25	1.1926	8	0.0545
603185	上机数控	机械设备I	415	417.8352	120.0902	53.3442	274	6.7645	334	9.9872	326	268.69	19	-1.94	167	1.4689	173	0.1899
603186	华正新材	电子I	309	47.9687	47.3226	28.0619	72	3.2415	113	1.8157	51	86.91	80	11.09	98	2.4987	274	0.0796
603187	海容冷链	机械设备I	415	100.4629	77.0038	35.5953	191	4.4519	298	4.8448	231	47.54	221	-27.45	310	1.5157	182	0.112
603189	网达软件	计算机I	257	36.8957	36.8957	47.4646	118	4.018	145	10.5881	181	27.91	148	-5.12	50	1.1491	41	0.2094
603192	汇得科技	化工I	372	23.5733	5.8933	17.913	86	1.7912	91	1.2909	73	155.25	17	-11.52	288	1.6108	202	0.0427
603195	公牛集团	轻工制造I	137	1170.1021	146.8736	42.5499	93	11.9264	122	10.4049	121	86.57	40	13.83	25	1.3635	40	0.2168
603197	保隆科技	汽车I	192	60.4721	47.9692	27.2952	79	2.8492	104	1.7321	71	20.75	165	7.48	73	2.833	166	0.0677
603198	迎驾贡酒	食品饮料I	105	324.56	324.56	29.7874	23	5.888999999999999	60	8.476	70	48.9	34	12.7	33	1.3513	55	0.3117
