code	name	sw_l1_name	行业股票数	市值	流通市值	pe	pe行业排名	pb	pb行业排名	ps	ps行业排名	营收同比	营收同比行业排名	现金转化率	现金转化率行业排名	杠杆率	杠杆率行业排名	扣非净/营收
000001	平安银行	银行I	38	4558.4502	4558.4116	14.9399	37	1.5236	36	2.8960000000000004	30	10.18	7	-27.65	19	12.2726	14	0.242
000002	万科A	房地产I	117	3086.8313	2581.9539	7.4277	28	1.3676	68	0.7119	36	30.33	61	27.11	32	5.3677	94	0.0186
000004	国华网安	医药生物I	361	24.9229	17.384	38.2803	162	1.7058	39	8.4827	214	57.1	111	-110.2	356	1.081	23	0.1113
000006	深振业A	房地产I	117	71.5497	71.5497	7.1119	26	0.9373	43	2.2354	69	40.8	54	33.71	29	1.9763	25	0.2859
000009	中国宝安	综合I	35	250.9575	248.2542	30.9121	9	3.5429	16	1.9683	9	129.33	2	6.49	8	2.3743	30	0.033
000010	美丽生态	建筑装饰I	133	33.778	21.5135	63.5987	105	6.8449	113	2.1565	86	224.56	8	-17.87	50	4.3156	116	0.0032
000011	深物业A	房地产I	117	71.1003	62.8085	8.2581	34	1.9228	76	1.72	58	3.42	82	9.34	47	3.1236	56	0.2338
000012	南玻A	建筑材料I	71	262.2371	167.2131	21.1257	38	2.4311	42	2.1955	41	73.41	36	11.35	17	1.6339	33	0.1905
000016	深康佳A	家用电器I	66	154.3493	102.3404	20.0178	18	1.8141	13	0.2947	4	25.82	59	-5.39	40	4.7525	65	-0.0396
000019	深粮控股	商业贸易I	83	84.9418	30.6728	18.5394	23	1.7953	43	0.6678	24	49.3	26	-8.8	62	1.5911	18	0.0526
000020	深华发A	电子I	309	25.173000000000002	16.1056	196.7032	273	7.3645	243	3.1669	116	117.47	43	-2.68	194	1.8651	198	0.0287
000021	深科技	电子I	309	266.8605	251.4833	27.3455	68	2.8896	86	1.7249	45	15.17	266	-4.7	205	2.5639	276	0.0167
000023	深天地A	建筑材料I	71	21.6737	21.6737	280.0327	65	4.6238	55	1.0799	17	134.27	10	-5.93	40	3.4428	67	0.01
000025	特力A	汽车I	192	62.2879	56.7565	84.0069	155	4.6755	149	12.8978	170	68.42	79	-3.31	122	1.2349	25	0.1422
000026	飞亚达	轻工制造I	137	64.1566	52.7272	15.0846	21	2.2033	51	1.2746	25	134.26	15	2.08	59	1.5152	62	0.0824
000027	深圳能源	公用事业I	180	528.5459999999999	528.5459999999999	12.4501	22	1.9394	96	2.3411	86	59.34	36	12.06	71	2.6567	123	0.0878
000028	国药一致	医药生物I	361	171.5077	147.3141	11.5736	24	1.2013	9	0.2728	9	25.15	209	-1.91	262	2.4831	326	0.02
000029	深深房A	房地产I	117	74.4582	65.6262	21.2643	68	1.9151	75	4.1985	80	61.69	46	73.07	14	1.3754	9	0.2104
000030	富奥股份	汽车I	192	123.6607	120.1999	12.3454	20	1.6515	49	1.0194	38	48.79	119	7.67	71	1.7707	109	0.0682
000032	深桑达A	通信I	105	215.74599999999998	82.8608	142.9481	77	2.3892	33	13.6062	82	25.24	68	-7.45	49	1.4079	48	0.0455
000034	神州数码	计算机I	257	111.2083	83.8718	16.8175	5	2.4047	53	0.1133	1	33.69	133	2	42	5.6135	256	0.0063
000035	中国天楹	公用事业I	180	116.3461	113.0992	17.419	61	1.003	20	0.5147	8	14.65	126	8.95	83	4.1705	168	0.0195
000036	华联控股	房地产I	117	54.7572	54.5751	15.9321	54	1.0933	55	3.15	74	-65.1	109	50.8	21	1.8356	21	0.1889
000037	深南电A	公用事业I	180	53.6459	30.1616	82.5722	149	2.6276	127	6.3643	142	-62.23	180	-45.01	165	1.3341	13	-0.1826
000038	深大通	传媒I	148	64.1971	29.2483	85.8445	82	2.2248	45	2.3954	33	213.66	9	-20.81	114	1.1079	7	0.0205
000039	中集集团	机械设备I	415	587.4252	250.7	7.834	3	1.4313	31	0.5481	3	82.08	124	11.25	95	2.7548	377	0.0482
000042	中洲控股	房地产I	117	57.0425	56.8586	24.6828	73	0.7363	24	0.4816	16	168.51	21	-5.93	63	5.3167	93	-0.0702
000045	深纺织A	电子I	309	42.2946	38.1609	49.2534	168	1.5139	10	1.8568	54	43.98	194	-13.62	242	1.2861	94	0.0722
000048	京基智农	农林牧渔I	83	106.4269	106.4102	8.7754	6	4.1668	50	1.8745	32	387.69	3	-29.63	78	2.8531	76	0.203
000049	德赛电池	电子I	309	126.0332	124.8446	16.6423	12	4.5648	192	0.6191	8	33.28	222	4.45	145	2.6586	283	0.0333
000050	深天马A	电子I	309	331.7959	281.5665	19.6124	28	0.9740000000000001	2	1.0723	21	26.06	239	7.71	121	2.2208	253	0.0409
000055	方大集团	建筑装饰I	133	46.4988	29.331999999999997	12.8298	40	0.8521	11	1.4491	73	55.46	63	-65.8	110	2.0464	49	0.0917
000058	深赛格	商业贸易I	83	66.84899999999999	29.1211	94.4497	70	3.448	62	3.9917	59	141.05	2	-13.91	67	2.3497	42	0.0621
000059	华锦股份	化工I	372	122.8372	122.8369	7.0388	3	0.8727	4	0.3801	7	32.14	251	-13.77	305	2.0491	291	0.0687
000060	中金岭南	有色金属I	124	171.7132	171.6607	15.48	5	1.4374	10	0.5155	16	50.6	76	3.04	51	1.9588	83	0.024
000061	农产品	商业贸易I	83	97.4057	97.3849	29.0033	44	1.7825	42	2.9010000000000002	54	25.59	42	13.06	32	2.8477	53	0.0635
000062	深圳华强	电子I	309	174.3531	174.127	23.6241	46	3.0232	98	0.9609	17	63.92	131	-1.09	186	2.006	220	0.0415
000063	中兴通讯	通信I	105	1324.5172	1107.45	23.3955	11	2.8903	45	1.2471	14	22.14	71	9.1	28	3.2071	102	0.03
000065	北方国际	建筑装饰I	133	58.7159	51.3588	7.6802	17	1.0569	28	0.4511	29	10.29	111	-29.45	74	2.903	83	0.0375
000066	中国长城	计算机I	257	425.1179	425.0675	40.4544	96	4.7628	167	2.5854	50	178.22	21	-53.67	153	2.9659	243	-0.0365
000069	华侨城A	房地产I	117	702.0736	604.0191	5.5074	15	0.8973	41	0.8398	41	25.35	65	-36.79	83	4.1304	70	0.1008
000070	特发信息	通信I	105	61.56	59.9706	68.8182	61	2.0981	26	1.0973	11	138.17	7	-23.88	73	2.6554	94	0.0036
000088	盐田港	交通运输I	116	124.3786	124.3786	26.9773	74	1.4413	58	21.4199	100	51.56	51	38.27	24	1.3234	12	0.5876
000089	深圳机场	交通运输I	116	165.9073	165.9073	83.2875	98	1.3854	54	5.1516	86	39.76	60	50.7	17	1.5912	44	0.0483
000090	天健集团	房地产I	117	115.2893	115.2733	8.0786	32	1.2361	63	0.68	31	-3.96	92	42.58	28	4.2502	74	0.222
000096	广聚能源	化工I	372	49.4736	47.8665	35.2396	216	1.7358	86	3.9562	243	7.59	338	-22.66	331	1.0791	12	0.0326
000099	中信海直	交通运输I	116	39.637	39.637	17.2996	50	1.1436	40	2.5195	59	4.67	94	97.61	4	1.4897	28	0.0882
000100	TCL科技	电子I	309	1191.2139	1095.0106	18.6601	21	3.5699	139	1.2511	30	133.91	28	24.9	36	2.9972	293	0.066
000153	丰原药业	医药生物I	361	23.8476	23.8351	21.7556	72	1.6542	35	0.6913	15	17.48	244	4.24	204	2.5655	331	0.0273
000155	川能动力	公用事业I	180	206.75599999999997	206.75599999999997	129.7186	156	5.6293	160	7.4371	149	206.77	6	10.83	77	1.9662	69	0.1159
000156	华数传媒	传媒I	148	142.3052	98.3267	17.2958	21	1.0405	10	1.8304	26	13.5	91	-4.54	75	1.6637	88	0.0646
000157	中联重科	机械设备I	415	905.6611	683.7979	10.4458	13	1.635	56	1.2061	42	110.11	75	13.97	79	2.3934	351	0.1178
000158	常山北明	计算机I	257	124.3724	122.417	111.6434	192	2.0981	41	1.2329	13	16.71	183	-50.1	145	2.3999	229	-0.0944
000159	国际实业	化工I	372	28.6008	28.6008	19.0138	97	1.2737	33	4.1429	248	848.15	1	-42.54	363	1.151	49	0.0277
000166	申万宏源	非银金融I	81	1156.8455	1041.1404	14.0907	20	1.2777	24	3.8101	26	12.39	40	-62.79	55	5.4198	63	0.278
000301	东方盛虹	化工I	372	857.7048	307.2243	119.0025	324	4.728	285	3.4294	218	52.77	172	7.53	113	3.2676	357	0.0973
000333	美的集团	家用电器I	66	5747.3882	5611.6616	19.9005	17	4.8702	47	1.8518	25	42.22	50	10.37	13	2.9684	55	0.0806
000338	潍柴动力	汽车I	192	1359.866	727.4757	12.9679	23	2.4184	90	0.6072	19	67.88	80	-3.66	126	3.2589	175	0.0465
000400	许继电气	电气设备I	221	138.2417	138.2338	18.7895	38	1.5797	35	1.1537	32	77.36	75	-1.25	73	1.7482	102	0.0399
000401	冀东水泥	建筑材料I	71	198.6173	198.5729	6.4497	1	1.403	11	0.53	6	64.4	40	8.2	19	1.9956	45	-0.0128
000402	金融街	房地产I	117	202.6494	202.5617	7.0094	25	0.5484	5	1.1653	48	-32.58	99	304.58	3	4.1296	69	0.0106
000403	派林生物	医药生物I	361	256.5052	170.7043	117.9984	274	4.3157	183	22.8144	281	35.33	171	9.51	160	1.1656	66	0.155
000404	长虹华意	家用电器I	66	27.9094	27.8544	24.3071	30	0.8396	2	0.2371	3	62.85	28	-1.79	34	2.6537	51	-0.0056
000407	胜利股份	公用事业I	180	37.5796	37.3943	13.6999	35	1.4392	60	0.7666	17	35.45	67	-8.25	136	2.1864	89	0.1281
000408	藏格控股	化工I	372	370.4442	87.9737	49.3073	267	4.5497	280	17.9782	339	57.65	156	82.31	2	1.083	13	0.2494
000409	山东地矿	综合I	35	25.2911	20.0787	28.6737	7	5.0204	21	1.5748	8	-92.4	35	-74.3	33	1.6372	19	0.0775
000411	英特集团	医药生物I	361	36.0216	29.9999	21.8608	73	2.1377	72	0.1395	2	14.39	266	-19.69	326	3.7168	352	0.007
000416	民生控股	非银金融I	81	22.5514	22.5416	78.2046	67	2.5023	58	30.9246	70	87.87	12	-869.4	77	1.0353	1	-0.2193
000417	合肥百货	商业贸易I	83	38.2923	38.2502	20.7016	28	0.9229	11	0.5903	20	9.02	55	2.92	46	2.4644	44	0.0427
000419	通程控股	商业贸易I	83	23.8633	23.8504	13.0885	12	0.7493	5	0.9679	28	41.45	29	-32.48	80	1.7612	21	0.0332
000421	南京公用	公用事业I	180	30.8084	30.8084	12.993	24	1.0955	25	0.436	5	26.55	86	11.22	75	2.8251	137	0.0167
000423	东阿阿胶	医药生物I	361	226.4877	226.4343	119.958	275	2.313	81	6.1127	181	67.56	92	150.76	1	1.1381	53	0.0609
000425	徐工机械	机械设备I	415	531.1227	474.2635	10.964	15	1.5884	51	0.6241	6	80.4	126	7.79	109	2.6882	374	0.0636
000426	兴业矿业	有色金属I	124	141.6475	113.7436	3245.9619	113	2.6944	51	9.4844	100	1687.83	1	12.9	23	1.7281	64	0.209
000429	粤高速A	交通运输I	116	148.8654	92.7667	11.1699	21	1.7767	69	3.1716	71	254.68	5	67.49	9	1.848	58	0.3143
000488	晨鸣纸业	轻工制造I	137	303.1956	168.5789	11.2783	4	1.5397	23	0.8698	11	67.71	61	33.19	4	3.5773	134	0.1142
000498	山东路桥	建筑装饰I	133	77.0723	20.3006	5.6092	6	0.8724	14	0.2102	15	51.84	68	3.73	16	4.2244	115	0.0228
000501	鄂武商A	商业贸易I	83	88.3573	88.2194	8.5002	3	0.8678	10	1.058	31	55.1	21	38.91	8	2.3599	43	0.1273
000504	南华生物	医药生物I	361	55.5848	55.4241	518.9163	308	201.9383	315	29.226	294	79.02	86	15.04	113	4.0687	355	0.0252
000505	京粮控股	农林牧渔I	83	53.7216	45.7822	27.7234	26	1.9555	18	0.5739	4	36.03	42	11.75	25	1.8096	43	0.014
000507	珠海港	交通运输I	116	56.2907	50.8928	17.1388	47	1.0675	33	1.3704	34	96.64	25	1.6	74	2.4537	91	0.0658
000510	新金路	化工I	372	31.1292	28.7788	28.6449	170	2.7529	192	1.2723	71	50.82	181	-2.33	213	1.5732	191	0.1038
000513	丽珠集团	医药生物I	361	456.3801	293.5946	24.8681	87	3.6456	159	4.0155	128	33.74	177	15.36	109	1.5115	233	0.1449
000514	渝开发	房地产I	117	28.9413	28.9413	20.4406	65	0.8640000000000001	36	4.6602	83	-6.53	94	167.02	7	2.0921	28	-0.3826
000516	国际医学	医药生物I	361	404.8875	343.1575	782.9733	311	6.9675	240	20.6149	270	129.75	51	10.49	149	2.18	315	-0.2062
000517	荣安地产	房地产I	117	87.2395	67.77	4.6303	7	1.0563	52	0.6204	27	578.46	7	-74.98	99	4.8675	83	0.053
000518	四环生物	医药生物I	361	40.6675	40.6667	1093.8334	315	6.4803	232	9.6995	226	-54.85	357	-23.53	330	1.2287	106	-0.1873
000519	中兵红箭	国防军工I	85	160.7013	160.5782	45.7369	25	1.8632	8	2.3213	10	50.75	43	-10.5	35	1.4316	38	0.0679
000520	长航凤凰	交通运输I	116	32.8927	32.8927	214.9807	101	7.6991	101	4.2822	83	34.32	67	-0.98	82	1.5166	32	0.0291
000521	长虹美菱	家用电器I	66	39.2769	32.8071	20.7003	20	0.8093	1	0.2279	2	81.02	16	-23.45	62	3.3057	61	-0.0064
000526	学大教育	传媒I	148	35.9176	29.3395	55.1824	71	3.7088	66	1.4243	19	15.31	85	48.18	12	5.4589	145	-0.0159
000528	柳工	机械设备I	415	129.0836	128.3377	8.1736	5	1.0871	7	0.4917	1	72.59	149	4.49	132	2.9969	386	0.0491
000529	广弘控股	传媒I	148	33.8598	33.0533	11.0989	10	1.7049	33	0.9626	12	24.08	73	-17.83	108	1.8971	109	0.0714
000530	冰山冷热	机械设备I	415	32.3794	22.9883	63.3525	301	0.9675	3	1.8443	79	6.13	365	3.57	137	1.6994	236	-0.0326
000531	穗恒运A	公用事业I	180	57.6155	57.6155	11.5625	14	1.1085	26	1.4884	49	69.85	30	-1.58	118	2.1682	86	0.1295
000532	华金资本	电子I	309	41.0203	40.8824	24.9194	55	4.0792	173	7.7756	209	16.63	260	119.82	1	2.1832	249	0.058
000533	顺钠股份	电气设备I	221	20.31	20.1361	22.9252	64	2.9042	114	1.2948	40	36.48	150	-6.67	92	2.507	181	0.0037
000534	万泽股份	医药生物I	361	64.4937	64.0434	85.2412	247	6.0348	224	12.3528	242	-18	348	33.21	44	1.9798	303	0.2657
000536	华映科技	电子I	309	76.8957	76.8137	7.3653	2	1.3951	3	3.1069	115	73.3	105	6.28	127	2.2273	255	-0.1957
000537	广宇发展	房地产I	117	102.0661	94.8811	4.8621	9	0.6469	14	0.4971	18	20.74	72	-3.62	61	4.581	78	0.0918
000538	云南白药	医药生物I	361	1429.0311	673.6442	28.596999999999998	119	3.6636	160	4.0451	131	33.38	180	-1.24	254	1.369	176	0.1322
000539	粤电力A	公用事业I	180	200.5608	97.5592	11.870999999999999	16	0.7317	5	0.6371	11	67.01	32	8.92	84	2.4741	113	-0.0068
000540	中天金融	房地产I	117	201.0508	200.0583	34.5732	81	1.0901	54	0.6398	29	62.07	45	283.91	4	6.7939	107	0.0366
000541	佛山照明	电子I	309	82.0017	62.8801	25.0097	56	1.4565	6	2.0448	62	47.35	182	5.88	131	1.3823	114	0.0476
000543	皖能电力	公用事业I	180	89.3144	70.5416	9.0039	6	0.6372	1	0.5119	7	20.02	113	15.68	59	1.8008	57	0.0251
000544	中原环保	公用事业I	180	64.3292	64.3292	12.3152	20	1.0437	22	2.1853	76	191.28	7	4.78	96	2.3915	103	0.1213
000546	金圆股份	建筑材料I	71	52.8837	50.9461	11.0535	17	1.1594	7	0.5613	7	93.92	23	8.67	18	1.8706	40	-0.0084
000547	航天发展	国防军工I	85	284.1596	217.9959	32.578	9	3.2986	38	6.1597	36	23.07	58	-48.37	59	1.3168	28	0.1937
000548	湖南投资	交通运输I	116	19.5193	19.5183	16.4081	45	1.0778	35	3.9456	82	215.9	8	-384.91	115	1.3314	14	0.1668
000550	江铃汽车	汽车I	192	198.0213	118.9354	26.0978	72	1.758	56	0.5423	16	74.08	66	-25.03	178	2.4001	148	0.0187
000551	创元科技	机械设备I	415	32.3665	32.3665	23.7919	106	1.6416	57	0.9233	26	46.43	225	0.95	146	1.9104	277	0.0321
000552	靖远煤电	采掘I	60	68.3804	68.2839	14.9314	26	0.8554	9	1.8064	35	9.03	47	-4.04	54	1.5728	14	0.1334
000553	安道麦A	化工I	372	203.2353	188.7517	39.2161	232	0.9353	6	0.7045	25	5.97	340	-11.66	289	2.2205	314	0.0169
000554	泰山石油	化工I	372	22.7896	17.1896	135.7687	332	2.4823	167	0.8855	36	32.25	250	-8.04	267	1.4966	172	0.0023
000555	神州信息	计算机I	257	136.2813	134.8376	28.0808	40	2.4526	56	1.2851	15	-3.83	222	-32.21	108	1.9268	213	0.0171
000557	西部创业	交通运输I	116	52.7932	52.7766	28.6803	76	1.014	29	5.4582	88	35.24	66	29.51	33	1.0689	1	0.2263
000559	万向钱潮	汽车I	192	164.1984	136.8314	32.278	101	1.8998	66	1.3368	56	75.87	60	-4.96	133	1.7969	114	0.0321
000560	我爱我家	房地产I	117	100.1088	95.9588	15.4646	53	0.9576	47	0.8914	45	129.77	32	7.74	49	2.1732	31	0.0575
000561	烽火电子	国防军工I	85	38.1561	37.808	28.0027	5	2.4513	18	2.5228	12	207.34	7	-42.49	56	2.0989	69	-0.1228
000563	陕国投A	非银金融I	81	129.6232	129.6232	20.0002	35	1.0831	10	6.278	46	-14.94	65	206.39	18	1.3286	4	0.4556
000565	渝三峡A	化工I	372	25.2351	25.2351	32.4196	201	2.0757	129	5.3911	279	52.72	173	4.35	152	1.2977	105	0.2021
000567	海德股份	非银金融I	81	61.5493	61.4183	43.1787	57	1.3969	30	20.4318	67	-12.48	63	72.78	28	1.3686	5	0.6872
000568	泸州老窖	食品饮料I	105	3771.7375	3770.5894	58.3378	68	14.9494	89	20.8336	92	40.85	47	26.18	17	1.4635	64	0.4313
000570	苏常柴A	机械设备I	415	30.4265	22.2965	40.247	217	1.2541	18	1.2014	41	43.87	234	-23.83	294	1.6903	234	0.0305
000576	甘化科工	国防军工I	85	45.8361	43.8897	6.4222	1	2.6113	22	8.6121	52	13.99	63	-27.09	50	1.114	9	0.3111
000581	威孚高科	汽车I	192	239.1213	193.6171	7.7527	2	1.2491	17	1.6144	65	69.55	77	-4.88	131	1.4539	59	0.1984
000582	北部湾港	交通运输I	116	145.3757	112.7468	13.7327	33	1.3748	53	2.6508	61	10.78	91	5.6	62	1.6125	47	0.1795
000584	哈工智能	机械设备I	415	54.4831	52.6471	1679.9119	366	2.282	126	2.9131	145	100.42	85	-13.13	242	1.9825	293	-0.0344
000586	汇源通信	通信I	105	13.2506	13.2506	44.0012	42	4.8612	74	2.5519	33	64.61	30	-14.98	65	1.8896	73	0.0352
000589	贵州轮胎	化工I	372	58.0486	47.0707	4.8124	1	0.9837	8	0.7904	30	42.94	211	6.76	123	2.1265	307	0.055
000590	启迪药业	医药生物I	361	20.3551	20.347	59.3384	214	3.0593	126	6.9868	198	26.86	201	4.95	198	1.384	184	0.2027
000591	太阳能	公用事业I	180	207.4898	140.5598	18.0134	65	1.4493	61	3.5393	113	54.97	41	9.85	80	2.7768	136	0.1606
000593	大通燃气	公用事业I	180	17.3936	17.3864	34.3468	122	1.7353	83	1.2381	38	55.87	37	-6.51	133	2.0368	73	0.0009
000596	古井贡酒	食品饮料I	105	1118.2942	851.8222	55.0272	64	10.2995	82	10.0379	76	25.86	71	-33.26	100	1.5963	72	0.1941
000597	东北制药	医药生物I	361	66.4546	65.1479	94.116	253	1.6134	34	0.8902	22	4.17	301	-0.95	252	3.1274	349	0.0192
000598	兴蓉环境	公用事业I	180	155.8806	155.8806	11.682	15	1.24	38	2.7962	99	20.75	108	2.82	106	2.291	98	0.2418
000599	青岛双星	化工I	372	34.4527	34.2216	45.3483	257	1.0208	11	0.7123	28	52.21	175	-3.26	225	2.8153	347	-0.1173
000600	建投能源	公用事业I	180	97.8228	59.5164	12.0855	19	0.8079	6	0.6755	14	6.14	153	11.78	72	2.3811	102	0.0622
000601	韶能股份	公用事业I	180	59.3223	59.2785	35.2456	125	1.2533	40	1.1408	33	24.83	90	2.87	105	2.4727	112	0.0203
000603	盛达资源	有色金属I	124	102.0465	88.0825	29.8934	38	4.5636	86	6.108	88	23.37	105	-79.27	124	1.778	68	0.0662
000605	渤海股份	公用事业I	180	19.3257	18.396	81.1024	148	0.9525	17	0.9693	24	23.95	95	-4.4	128	3.1868	151	0.0126
000608	阳光股份	房地产I	117	26.9969	26.9927	22.809	71	0.862	35	4.5591	82	49.84	50	-32.06	78	1.5974	14	-0.1244
000610	西安旅游	休闲服务I	32	21.1889	21.0678	59.8643	12	2.4226	8	6.2682	10	103.59	12	-118.97	30	1.6074	15	-0.2295
000612	焦作万方	有色金属I	124	96.6874	96.5643	13.9758	3	1.9419	32	1.8196	52	56.94	65	37.64	9	1.456	36	0.1306
000617	中油资本	非银金融I	81	755.9963	755.9963	9.8463	6	0.8329	4	2.57	18	-17.48	66	-17365.5	81	5.6947	66	9.4957
000619	海螺型材	建筑材料I	71	18.468	18.468	45.9754	55	0.7518	3	0.4303	3	84.4	28	-3.87	36	1.6283	32	-0.0376
000622	恒立实业	汽车I	192	14.3726	14.3726	462.5227	173	7.02	165	3.5498	118	297.89	3	-98.48	190	1.5057	70	-0.013
000623	吉林敖东	医药生物I	361	178.178	177.7292	10.0552	14	0.774	1	7.7218	207	11.92	276	-8.13	297	1.165	65	0.8331
000625	长安汽车	汽车I	192	1359.8979	1044.5632	38.342	117	2.4795	93	1.2948	53	176.96	8	22.59	19	2.3306	147	0.0225
000626	远大控股	商业贸易I	83	92.5763	84.3919	84.4659	69	3.4156	61	0.138	6	81.8	13	-1.22	52	2.7818	51	0.0058
000627	天茂集团	非银金融I	81	191.6964	173.1452	45.5919	59	0.8909999999999999	5	0.5274	3	-27.57	72	13.21	41	7.0555	73	0.0157
000628	高新发展	建筑装饰I	133	30.1552	16.4415	12.0281	34	2.0011	81	0.5033	32	76.39	38	-18.81	54	4.9915	124	0.0145
000629	攀钢钒钛	采掘I	60	201.859	175.4133	64.9922	45	2.0941	40	1.7708	34	32.36	22	4.57	39	1.1892	5	0.043
000630	铜陵有色	有色金属I	124	306.3221	306.3183	25.7209	30	1.6149	16	0.2754	4	58.11	63	-5.71	78	2.7529	108	0.0104
000631	顺发恒业	房地产I	117	72.7323	72.7323	39.0729	85	1.1856	60	19.2405	97	-83.01	114	587.66	2	1.2785	4	0.2166
000632	三木集团	综合I	35	16.5725	16.5711	34.4004	11	1.175	5	0.1834	1	51.52	17	4.93	9	5.2245	33	0.0087
000633	合金投资	有色金属I	124	31.6557	31.6556	241.8665	110	19.032	113	23.1663	111	19.22	107	-13.16	93	1.3938	29	0.0369
000635	英力特	化工I	372	27.2173	27.2173	17.81	85	0.9851	9	1.1891	61	137.89	27	27.41	22	1.2244	73	0.1102
000636	风华高科	电子I	309	228.1054	228.1054	54.2785	184	3.7095	148	4.7448	173	68.08	124	13.48	84	1.4651	129	0.1521
000637	茂化实华	化工I	372	19.9632	14.0734	34.3985	208	2.1673	142	0.4669	13	36.89	234	5.59	138	2.0905	298	0.0106
000638	万方发展	综合I	35	17.6358	17.6358	342.1535	31	14.0456	29	14.889000000000001	25	32.55	21	-124.78	34	3.3338	32	-0.105
000639	西王食品	食品饮料I	105	60.34	60.34	18.7735	9	1.6082	5	0.9819	8	30.25	65	3.28	62	1.7518	75	0.0546
000650	仁和药业	医药生物I	361	143.6337	137.6883	23.3345	77	2.9058	118	3.2594	111	34.08	176	-0.23	247	1.1367	51	0.1224
000651	格力电器	家用电器I	66	3459.0454	3431.8496	14.3768	5	3.063	32	1.8891	26	62.73	29	-12.85	53	2.671	52	0.0994
000652	泰达股份	综合I	35	60.2034	60.1533	29.5204	8	1.2109	6	0.3442	2	-48.97	32	30.67	5	5.7388	34	-0.0286
000655	金岭矿业	采掘I	60	67.0353	67.0353	22.6128	32	2.3069	42	4.1563	45	70.32	6	52.23	5	1.1117	1	0.2241
000656	金科股份	房地产I	117	330.5284	326.6748	4.6607	8	0.9599	48	0.3574	10	62.56	44	-18.85	70	5.2982	91	0.0332
000657	中钨高新	有色金属I	124	86.5572	77.8057	34.3609	53	1.9752	34	0.8059	24	44.07	85	-0.22	58	1.9324	78	0.0292
000661	长春高新	医药生物I	361	1843.5009	1730.5483	54.5639	204	16.0582	294	20.0447	268	37.35	162	26.98	62	1.3447	161	0.3824
000666	经纬纺机	非银金融I	81	58.302	24.3025	11.9812	12	0.6282	1	0.5861	4	129.98	8	-482.9	75	1.6461	6	0.0739
000667	美好置业	房地产I	117	44.8992	44.5411	83.8272	93	0.6369	13	1.0145	46	327.63	14	178.48	6	4.1595	71	-0.442
000671	阳光城	房地产I	117	228.9632	224.3291	4.3427	5	0.8414	32	0.2759	3	12.03	79	1.95	54	5.9374	100	0.052
000672	上峰水泥	建筑材料I	71	165.653	165.653	8.1037	9	2.3211	41	2.508	44	16.43	65	34.36	4	1.5362	26	0.2836
000677	恒天海龙	化工I	372	24.1914	24.1914	143.1222	335	8.11	328	3.3701	213	22.09	299	16.19	51	1.2257	75	0.0521
000679	大连友谊	房地产I	117	16.7152	16.7152	20.149	64	2.6763	87	14.0751	94	-54.92	106	15.3	42	2.0084	27	-0.244
000680	山推股份	机械设备I	415	60.1105	42.2785	35.544000000000004	190	1.4028	28	0.7238	14	82.94	122	11.39	94	2.6241	369	0.0379
000681	视觉中国	传媒I	148	92.9666	78.7897	60.4302	73	2.8907	54	15.5312	97	25.44	70	0.68	60	1.2594	30	0.2603
000682	东方电子	电气设备I	221	61.1372	44.5978	21.2911	58	1.7347	45	1.5853	52	22.59	174	-11.6	110	1.7681	105	0.0565
000683	远兴能源	化工I	372	132.1944	120.0733	29.3056	173	1.2519	29	1.5483	98	60.12	147	25.2	27	1.8373	256	0.1486
000685	中山公用	公用事业I	180	121.5492	103.2661	8.2486	5	0.8501	9	5.2438	136	34.95	69	20.26	45	1.4533	26	0.6098
000686	东北证券	非银金融I	81	198.0023	198.0023	14.7988	21	1.1642	19	3.2457	20	-28.2	73	67.3	29	4.131	41	0.2568
000688	国城矿业	有色金属I	124	105.4282	105.4278	61.8422	92	4.5453	85	11.3091	104	12.78	113	76.72	2	1.7491	65	0.1874
000690	宝新能源	公用事业I	180	122.5025	117.3361	6.8598	1	1.1852	34	1.5284	50	74.41	26	20.86	42	1.769	51	0.0868
000691	亚太实业	房地产I	117	16.4868	14.8148	77.9611	92	16.0099	97	4.0828	79	0	86	2.42	53	3.0561	55	0.059
000698	沈阳化工	化工I	372	55.4811	53.1905	6.768	2	1.2634	32	0.5	14	118.53	43	27.98	20	2.3988	322	0.1101
000700	模塑科技	汽车I	192	51.3556	45.1972	19.7271	45	1.8417	62	0.7341	25	101.44	28	10.09	50	2.9631	170	0.0177
000701	厦门信达	电子I	309	27.3842	20.6559	192.2638	270	4.5043	188	0.0338	1	33.21	224	-24.41	278	8.0186	308	0.0022
000702	正虹科技	农林牧渔I	83	13.3317	13.3317	43.2866	38	2.3446	25	1.0615	15	110.65	11	-21.29	70	1.7393	38	0.0077
000703	恒逸石化	化工I	372	449.1607	412.1714	12.947000000000001	30	1.8118	93	0.4565	12	63.44	136	-1.53	205	3.1373	353	0.0398
000705	浙江震元	医药生物I	361	25.6273	21.6273	27.5837	109	1.4412	24	0.7255	16	12.16	275	-17.47	322	1.4886	226	0.0182
000708	中信特钢	钢铁I	36	1228.9794	306.6045	18.453	27	4.5899	34	1.5383	31	29.93	31	3.15	16	2.9906	30	0.0856
000709	河钢股份	钢铁I	36	272.8982	272.8541	13.9864	20	0.5455	1	0.233	3	40.07	23	9.49	7	3.7299	33	0.0144
000710	贝瑞基因	医药生物I	361	107.4101	89.9857	63.3634	218	4.457	189	7.135	201	-9.46	339	-31.83	339	1.2994	142	0.062
