date==dltp3l=2022-04-15  ma_n= 20
day industry code name turnover_ratio pe_ratio industry_cnt inc_revenue_year_rank inc_revenue_annual_rank cfo_sales_rank leverage_ratio_rank
dltp-00-2022-04-15 000985 12.34 2022-03-15 14.06 2022-04-06 13.06 2022-04-11 14.17 2022-04-14 0 false
dltp2022-04-15 001203 12.62 2022-03-15 13.74 2022-04-06 13.07 2022-04-11 14.11 2022-04-15 2 false
dltp2022-04-15 002089 1.99 2022-01-25 2.55 2022-02-28 2.08 2022-03-22 2.76 2022-04-14 2 false
dltp-00-2022-04-15 002092 9.02 2022-03-25 9.65 2022-04-07 9.35 2022-04-11 9.77 2022-04-14 0 false
dltp-00-2022-04-15 002097 7.14 2022-03-15 7.56 2022-04-06 7.37 2022-04-07 7.75 2022-04-12 0 false
dltp-00-2022-04-15 002098 6.41 2022-03-15 7.29 2022-04-06 6.88 2022-04-11 7.85 2022-04-13 0 false
dltp-00-2022-04-15 002142 32.02 2022-03-15 36.3 2022-03-24 35.89 2022-03-28 39.7 2022-04-11 0 false
dltp-00-2022-04-15 002144 9.27 2022-03-15 10.03 2022-03-22 9.81 2022-03-24 11.1 2022-04-12 0 false
dltp-00-2022-04-15 002186 8.23 2022-03-15 8.94 2022-03-21 8.8 2022-03-24 9.8 2022-04-12 0 false
dltp-00-2022-04-15 002204 3.66 2022-03-15 4.09 2022-04-06 3.89 2022-04-11 4.1 2022-04-14 0 false
dltp-00-2022-04-15 002214 13.13 2022-04-11 13.63 2022-04-12 13.42 2022-04-13 13.93 2022-04-15 0 false
dltp-00-2022-04-15 002216 14.62 2022-03-24 15.24 2022-04-06 14.69 2022-04-08 17.12 2022-04-15 0 false
dltp-00-2022-04-15 002264 4.27 2022-03-15 4.8 2022-03-21 4.57 2022-03-29 5.24 2022-04-12 0 false
dltp-00-2022-04-15 002267 5.86 2022-03-15 6.44 2022-04-06 6.16 2022-04-11 6.75 2022-04-15 0 false
dltp-00-2022-04-15 002327 7.41 2022-03-15 7.91 2022-04-06 7.65 2022-04-11 7.84 2022-04-14 0 false
dltp-00-2022-04-15 002342 3.66 2022-03-15 4.05 2022-04-06 3.84 2022-04-11 4.12 2022-04-14 0 false
dltp-00-2022-04-15 002344 4.1 2022-03-15 4.44 2022-03-28 4.4 2022-03-29 4.69 2022-04-14 0 false
dltp-00-2022-04-15 002352 42.82 2022-03-29 49.06 2022-04-06 47.63 2022-04-07 52.5 2022-04-13 0 false
dltp2022-04-15 002365 9.13 2022-03-15 10.16 2022-03-25 9.6 2022-04-13 10.56 2022-04-14 2 false
dltp2022-04-15 002406 5.27 2022-03-15 5.54 2022-04-06 5.3 2022-04-11 5.5 2022-04-15 1 false
dltp2022-04-15 002432 58.9 2022-03-22 80.5 2022-03-30 63.08 2022-04-08 90.11 2022-04-14 1 false
dltp-00-2022-04-15 002443 7.36 2022-03-15 7.98 2022-04-06 7.7 2022-04-07 8.6 2022-04-15 0 false
dltp-00-2022-04-15 002457 9.05 2022-03-04 11.13 2022-03-21 9.87 2022-04-01 11.31 2022-04-12 0 false
dltp2022-04-15 002468 7.17 2022-03-15 7.6 2022-04-06 7.32 2022-04-08 8.41 2022-04-15 0 true
dltp-00-2022-04-15 002470 2.65 2022-03-28 2.72 2022-03-29 2.65 2022-04-06 2.85 2022-04-14 0 false
dltp-00-2022-04-15 002478 4 2022-03-15 4.4 2022-03-18 4.34 2022-03-21 4.68 2022-04-06 0 false
dltp2022-04-15 002481 7.5 2022-03-15 9.03 2022-03-25 7.8 2022-04-11 9.24 2022-04-15 2 false
dltp-00-2022-04-15 002500 5.36 2022-03-15 5.74 2022-04-06 5.5 2022-04-11 5.69 2022-04-12 0 false
dltp-00-2022-04-15 002507 28.87 2022-03-15 32.59 2022-03-23 31.4 2022-03-25 34.51 2022-04-15 0 false
dltp-00-2022-04-15 002523 2.73 2022-03-24 2.78 2022-03-28 2.74 2022-03-29 2.91 2022-04-12 0 false
dltp-00-2022-04-15 002526 2.18 2022-04-11 2.25 2022-04-12 2.23 2022-04-14 2.25 2022-04-15 0 false
dltp-00-2022-04-15 002532 7.24 2022-03-15 8.33 2022-04-06 7.74 2022-04-11 8.25 2022-04-15 0 false
dltp2022-04-15 002562 4.56 2022-03-17 5.4 2022-03-21 5.09 2022-03-24 5.68 2022-04-15 1 false
dltp-00-2022-04-15 002575 4.07 2022-03-15 4.42 2022-03-23 4.19 2022-03-29 4.64 2022-04-14 0 false
dltp-00-2022-04-15 002661 10.77 2022-03-15 11.91 2022-03-29 11.17 2022-04-08 12.19 2022-04-14 0 false
dltp-00-2022-04-15 002695 10.62 2022-03-15 11.55 2022-04-06 11.1 2022-04-08 12.84 2022-04-14 0 false
dltp-00-2022-04-15 002702 5.03 2022-03-15 6.16 2022-03-28 5.43 2022-04-08 6.48 2022-04-15 0 false
dltp-00-2022-04-15 002717 3.29 2022-03-15 3.74 2022-04-11 3.44 2022-04-13 3.78 2022-04-14 0 false
dltp-00-2022-04-15 002726 8.57 2022-02-07 9.36 2022-03-01 8.91 2022-03-15 10.3 2022-04-15 0 false
dltp-00-2022-04-15 002736 9.58 2022-03-15 10.09 2022-04-06 9.77 2022-04-11 10.08 2022-04-14 0 false
dltp-00-2022-04-15 002740 3.8 2022-03-15 4.16 2022-03-28 4.05 2022-04-01 4.51 2022-04-14 0 false
dltp-00-2022-04-15 002749 8.33 2022-03-15 9.43 2022-03-29 9.23 2022-03-30 10.17 2022-04-12 0 false
dltp-00-2022-04-15 002776 2.6 2022-03-01 3.25 2022-03-10 2.87 2022-03-21 3.5 2022-04-12 0 false
dltp2022-04-15 002801 18.9 2022-03-15 24.2 2022-03-24 21.78 2022-04-13 24.53 2022-04-15 0 true
dltp-00-2022-04-15 002861 11.61 2022-03-15 12.57 2022-03-21 11.88 2022-03-29 14.3 2022-04-13 0 false
dltp-00-2022-04-15 002888 10.85 2022-03-15 11.78 2022-03-23 11.33 2022-03-29 12.68 2022-04-14 0 false
dltp-00-2022-04-15 002895 20.38 2022-03-15 22.95 2022-03-30 20.94 2022-03-31 25.54 2022-04-14 0 false
dltp-00-2022-04-15 002919 26.29 2022-03-16 29.05 2022-03-31 26.93 2022-04-11 31.4 2022-04-13 0 false
dltp-00-2022-04-15 002926 7.95 2022-03-15 8.5 2022-04-06 8.27 2022-04-07 8.51 2022-04-14 0 false
dltp-00-2022-04-15 002928 9.92 2022-04-11 10.59 2022-04-12 10.5 2022-04-14 10.54 2022-04-15 0 false
dltp-00-2022-04-15 002939 9.25 2022-03-29 9.86 2022-04-06 9.36 2022-04-11 10.28 2022-04-15 0 false
dltp2022-04-15 002940 34.42 2022-03-09 36.34 2022-03-11 34.67 2022-03-15 41.34 2022-04-15 3 false
dltp-00-2022-04-15 002941 11.4 2022-01-28 17.01 2022-03-10 14.17 2022-03-29 18.86 2022-04-11 0 false
dltp-00-2022-04-15 002942 16.81 2022-03-28 17.53 2022-04-06 17.18 2022-04-07 18.5 2022-04-13 0 false
dltp-00-2022-04-15 002968 30.51 2022-03-15 34.15 2022-03-23 33.16 2022-03-25 37.55 2022-04-07 0 false
dltp-00-2022-04-15 003000 7.74 2022-03-15 8.75 2022-03-31 8.15 2022-04-11 8.68 2022-04-15 0 false
dltp2022-04-15 003007 23.37 2022-04-01 27.25 2022-04-12 24.99 2022-04-13 29.36 2022-04-15 1 false
dltp-00-2022-04-15 003023 23.34 2022-03-15 25.06 2022-04-06 23.93 2022-04-11 24.85 2022-04-15 0 false
dltp-00-2022-04-15 003030 21.59 2022-03-15 23.08 2022-04-06 22.03 2022-04-08 22.89 2022-04-14 0 false
dltp-00-2022-04-15 003032 14.2 2022-03-15 15.79 2022-03-28 14.82 2022-03-31 16.8 2022-04-12 0 false
dltp-00-2022-04-15 600004 12.25 2022-03-31 12.82 2022-04-01 12.43 2022-04-11 13.43 2022-04-15 0 false
dltp-00-2022-04-15 600018 5.31 2022-03-08 5.72 2022-03-16 5.41 2022-03-29 6.27 2022-04-08 0 false
dltp-00-2022-04-15 600020 3.08 2022-03-15 3.22 2022-03-28 3.17 2022-03-29 3.43 2022-04-12 0 false
dltp-00-2022-04-15 600030 20.47 2022-04-11 21.1 2022-04-12 20.7 2022-04-13 20.97 2022-04-14 0 false
dltp-00-2022-04-15 600057 7.89 2022-03-17 8.42 2022-03-22 8.32 2022-03-23 9.36 2022-04-14 0 false
dltp-00-2022-04-15 600059 9.26 2022-03-15 9.8 2022-04-06 9.35 2022-04-11 9.92 2022-04-14 0 false
dltp-00-2022-04-15 600073 6.69 2022-03-15 7.59 2022-04-06 7.21 2022-04-08 8.04 2022-04-15 0 false
dltp-00-2022-04-15 600117 3.43 2022-03-15 3.82 2022-03-22 3.63 2022-03-29 3.93 2022-04-15 0 false
dltp2022-04-15 600121 3.78 2022-03-15 4.52 2022-03-22 4.02 2022-04-11 4.84 2022-04-15 2 true
dltp-00-2022-04-15 600157 1.6 2022-03-15 1.69 2022-04-06 1.6 2022-04-11 1.69 2022-04-15 0 false
dltp2022-04-15 600163 6.82 2022-03-15 7.66 2022-04-01 6.98 2022-04-13 7.37 2022-04-15 1 false
dltp-00-2022-04-15 600177 6.19 2022-03-15 6.67 2022-03-18 6.54 2022-03-21 6.98 2022-04-12 0 false
dltp-00-2022-04-15 600180 6.51 2022-03-15 7.17 2022-04-06 6.8 2022-04-08 7.61 2022-04-14 0 false
dltp-00-2022-04-15 600229 6.77 2022-03-25 7.01 2022-03-29 6.8 2022-03-30 7.13 2022-04-06 0 false
dltp-00-2022-04-15 600282 3.43 2022-03-15 3.77 2022-03-22 3.53 2022-03-29 3.96 2022-04-15 0 false
dltp-00-2022-04-15 600283 11.8 2022-03-15 13.04 2022-03-21 12.28 2022-03-24 14.16 2022-04-12 0 false
dltp-00-2022-04-15 600305 10.1 2022-03-15 10.94 2022-04-06 10.18 2022-04-11 11.18 2022-04-15 0 false
dltp-00-2022-04-15 600337 3.26 2022-04-11 3.34 2022-04-12 3.27 2022-04-13 3.34 2022-04-15 0 false
dltp-00-2022-04-15 600346 19.27 2022-03-09 21.09 2022-04-01 20.98 2022-04-06 23.6 2022-04-11 0 false
dltp-00-2022-04-15 600348 10.24 2022-03-15 11.82 2022-03-22 11.61 2022-03-23 13.43 2022-04-14 0 false
dltp-00-2022-04-15 600354 5.34 2022-03-15 6.04 2022-03-21 5.84 2022-03-23 6.86 2022-04-11 0 false
dltp-00-2022-04-15 600356 6.85 2022-03-15 7.44 2022-03-28 7.33 2022-03-29 7.64 2022-04-14 0 false
dltp-00-2022-04-15 600369 4.17 2022-03-15 4.44 2022-04-06 4.27 2022-04-11 4.41 2022-04-12 0 false
dltp-00-2022-04-15 600371 12.03 2022-03-15 14.43 2022-03-29 13.02 2022-04-08 14.38 2022-04-14 0 false
dltp-00-2022-04-15 600377 8.25 2022-03-15 8.6 2022-04-06 8.41 2022-04-11 8.61 2022-04-12 0 false
dltp-00-2022-04-15 600419 12.11 2022-03-15 13.82 2022-04-01 13.07 2022-04-11 14 2022-04-14 0 false
dltp-00-2022-04-15 600422 10.83 2022-04-08 11.62 2022-04-12 11.29 2022-04-13 11.8 2022-04-14 0 false
dltp2022-04-15 600423 3.92 2022-03-15 4.45 2022-04-08 4.19 2022-04-14 4.42 2022-04-15 2 false
dltp-00-2022-04-15 600426 30.54 2022-03-15 33 2022-03-29 32.39 2022-03-30 34.19 2022-04-11 0 false
dltp-00-2022-04-15 600448 3.3 2022-03-09 3.71 2022-03-14 3.42 2022-03-23 3.78 2022-04-13 0 false
dltp-00-2022-04-15 600467 2.68 2022-03-15 3 2022-03-21 2.91 2022-03-24 3.24 2022-04-14 0 false
dltp-00-2022-04-15 600478 4.98 2022-03-15 5.77 2022-03-23 5.32 2022-03-31 6.35 2022-04-11 0 false
dltp-00-2022-04-15 600496 4.45 2022-03-25 4.51 2022-03-28 4.46 2022-03-29 4.98 2022-04-11 0 false
dltp-00-2022-04-15 600497 4.53 2022-03-15 5.35 2022-03-24 5.15 2022-03-31 6 2022-04-14 0 false
dltp-00-2022-04-15 600507 7.34 2022-03-15 8.6 2022-03-18 8.13 2022-03-25 8.96 2022-04-06 0 false
dltp-00-2022-04-15 600519 1603 2022-03-15 1752.19 2022-03-23 1660.8 2022-03-28 1809 2022-04-14 0 false
dltp-00-2022-04-15 600531 5.39 2022-04-07 5.49 2022-04-08 5.41 2022-04-11 5.77 2022-04-14 0 false
dltp-00-2022-04-15 600540 5.05 2022-03-15 6.15 2022-03-29 5.57 2022-04-08 6.37 2022-04-14 0 false
dltp-00-2022-04-15 600573 9.57 2022-03-29 10.6 2022-04-06 10.2 2022-04-11 11.4 2022-04-14 0 false
dltp-00-2022-04-15 600575 3.2 2022-03-17 3.41 2022-03-22 3.24 2022-03-25 3.6 2022-04-15 0 false
dltp-00-2022-04-15 600595 3.98 2022-03-15 4.28 2022-03-21 4.13 2022-03-31 4.5 2022-04-15 0 false
dltp-00-2022-04-15 600596 26.22 2022-03-31 27.19 2022-04-01 26.9 2022-04-06 28.3 2022-04-08 0 false
dltp-00-2022-04-15 600598 13.14 2022-01-27 15.27 2022-03-03 13.18 2022-03-16 16.22 2022-04-14 0 false
dltp-00-2022-04-15 600610 13.2 2022-03-28 13.8 2022-03-29 13.21 2022-03-31 14.55 2022-04-08 0 false
dltp-00-2022-04-15 600616 5.81 2022-03-15 6.36 2022-04-06 5.96 2022-04-11 6.43 2022-04-14 0 false
dltp-00-2022-04-15 600617 3.73 2022-03-15 4.35 2022-04-06 4.12 2022-04-11 4.38 2022-04-15 0 false
dltp-00-2022-04-15 600650 9.41 2022-03-09 10.11 2022-03-11 9.42 2022-03-15 11.3 2022-04-14 0 false
dltp2022-04-15 600665 3.21 2022-03-15 4.99 2022-04-06 3.99 2022-04-13 4.53 2022-04-15 1 true
dltp-00-2022-04-15 600682 9.59 2022-03-15 10.93 2022-04-06 10.38 2022-04-11 10.97 2022-04-15 0 false
dltp2022-04-15 600683 4.28 2022-03-15 6.46 2022-04-06 5.33 2022-04-13 5.89 2022-04-15 1 false
dltp2022-04-15 600686 5.18 2022-03-15 5.56 2022-04-06 5.24 2022-04-11 5.62 2022-04-14 2 false
dltp-00-2022-04-15 600696 27 2022-03-31 28.91 2022-04-08 27.3 2022-04-11 28.78 2022-04-14 0 false
dltp-00-2022-04-15 600705 3.76 2022-03-15 3.92 2022-03-16 3.9 2022-03-17 4.23 2022-04-06 0 false
dltp-00-2022-04-15 600710 5.85 2022-04-07 5.9 2022-04-08 5.86 2022-04-11 6.11 2022-04-14 0 false
dltp-00-2022-04-15 600721 7.3 2022-03-16 8.36 2022-03-24 7.9 2022-03-28 9.22 2022-04-11 0 false
dltp-00-2022-04-15 600722 5.42 2022-03-15 6.11 2022-03-25 6.01 2022-03-28 6.35 2022-04-08 0 false
dltp-00-2022-04-15 600726 2.4 2022-03-24 2.51 2022-04-06 2.42 2022-04-11 2.79 2022-04-14 0 false
dltp-00-2022-04-15 600727 9.05 2022-03-28 9.79 2022-03-29 9.44 2022-03-30 10.43 2022-04-14 0 false
dltp2022-04-15 600746 12.77 2022-03-09 13.61 2022-03-24 13.18 2022-03-29 14.96 2022-04-15 1 false
dltp-00-2022-04-15 600754 45.72 2022-03-15 51.83 2022-04-01 49.1 2022-04-11 54.3 2022-04-14 0 false
dltp-00-2022-04-15 600768 8.88 2022-03-15 9.87 2022-04-07 9.62 2022-04-11 10.56 2022-04-14 0 false
dltp-00-2022-04-15 600778 4.4 2022-02-24 5.14 2022-03-18 4.75 2022-04-08 5.8 2022-04-13 0 false
dltp2022-04-15 600780 3.55 2022-03-15 3.86 2022-04-06 3.71 2022-04-11 4.03 2022-04-15 2 false
dltp-00-2022-04-15 600790 3.23 2022-01-27 3.75 2022-03-03 3.34 2022-03-15 3.97 2022-04-06 0 false
dltp-00-2022-04-15 600792 4.13 2022-03-31 4.32 2022-04-08 4.13 2022-04-11 4.75 2022-04-14 0 false
dltp-00-2022-04-15 600814 6.27 2022-01-25 8.09 2022-02-16 6.59 2022-03-15 8.47 2022-04-12 0 false
dltp-00-2022-04-15 600827 9.85 2022-03-15 11.01 2022-03-22 10.65 2022-03-29 12.51 2022-04-12 0 false
dltp-00-2022-04-15 600848 12.6 2022-03-15 13.69 2022-03-28 13.6 2022-03-29 14.69 2022-04-06 0 false
dltp-00-2022-04-15 600854 4.42 2022-03-15 5.09 2022-03-25 4.89 2022-03-30 5.14 2022-04-14 0 false
dltp2022-04-15 600868 2.6 2022-03-15 2.75 2022-04-06 2.65 2022-04-11 2.74 2022-04-15 1 false
dltp-00-2022-04-15 600870 4.23 2022-03-15 4.5 2022-03-25 4.34 2022-03-30 4.88 2022-04-07 0 false
dltp-00-2022-04-15 600874 6.35 2022-03-16 7.21 2022-03-22 6.79 2022-03-30 8.05 2022-04-14 0 false
dltp2022-04-15 600929 6.52 2022-03-15 7.29 2022-03-30 6.76 2022-04-11 7.23 2022-04-15 1 true
dltp-00-2022-04-15 600962 9.87 2022-04-11 10.18 2022-04-12 9.87 2022-04-14 10.12 2022-04-15 0 false
dltp2022-04-15 600969 7.05 2022-03-15 8.21 2022-03-31 7.59 2022-04-11 8.54 2022-04-13 2 false
dltp-00-2022-04-15 600996 7.63 2022-03-15 8.78 2022-03-28 8.19 2022-03-30 9.58 2022-04-12 0 false
dltp-00-2022-04-15 600998 13.03 2022-03-29 13.28 2022-04-06 13.08 2022-04-08 13.67 2022-04-15 0 false
dltp-00-2022-04-15 600999 13.84 2022-03-15 14.92 2022-04-06 14.41 2022-04-11 14.82 2022-04-14 0 false
dltp2022-04-15 601015 5.53 2022-03-15 6.15 2022-04-07 5.94 2022-04-11 6.62 2022-04-14 2 false
dltp2022-04-15 601086 4.03 2022-03-30 4.15 2022-03-31 4.08 2022-04-01 4.57 2022-04-15 1 false
dltp-00-2022-04-15 601101 8.15 2022-02-25 10.45 2022-03-07 8.75 2022-03-15 11.31 2022-04-14 0 false
dltp-00-2022-04-15 601111 8.97 2022-03-29 9.5 2022-03-30 9.11 2022-03-31 10.33 2022-04-15 0 false
dltp-00-2022-04-15 601116 7.76 2021-11-29 10.49 2022-01-13 7.76 2022-03-15 11.18 2022-04-12 0 false
dltp-00-2022-04-15 601211 14.84 2022-03-15 15.91 2022-04-06 15.45 2022-04-11 15.85 2022-04-14 0 false
dltp-00-2022-04-15 601212 2.86 2022-04-07 2.92 2022-04-08 2.86 2022-04-11 2.99 2022-04-14 0 false
dltp-00-2022-04-15 601238 10.54 2022-03-15 11.38 2022-04-06 11.02 2022-04-07 11.91 2022-04-15 0 false
dltp-00-2022-04-15 601319 4.27 2022-03-15 4.55 2022-03-22 4.46 2022-03-25 4.68 2022-04-12 0 false
dltp-00-2022-04-15 601390 5.21 2021-11-22 6.72 2022-02-10 5.55 2022-03-15 6.94 2022-04-12 0 false
dltp-00-2022-04-15 601555 7.39 2022-04-11 7.52 2022-04-12 7.41 2022-04-13 7.48 2022-04-14 0 false
dltp-00-2022-04-15 601666 11.73 2022-03-16 17.12 2022-03-31 14.23 2022-04-12 17.22 2022-04-14 0 false
dltp-00-2022-04-15 601688 14.65 2022-04-11 14.93 2022-04-12 14.73 2022-04-13 14.93 2022-04-14 0 false
dltp-00-2022-04-15 601696 12.13 2022-03-29 13.96 2022-04-01 13.24 2022-04-11 15.11 2022-04-13 0 false
dltp-00-2022-04-15 601800 8.37 2022-03-15 9.64 2022-03-30 9.15 2022-04-01 10.13 2022-04-14 0 false
dltp-00-2022-04-15 601838 14.22 2022-03-21 14.79 2022-03-22 14.27 2022-03-29 16.55 2022-04-15 0 false
dltp-00-2022-04-15 601881 9.47 2022-03-15 10.17 2022-03-23 9.78 2022-03-29 10.41 2022-04-12 0 false
dltp-00-2022-04-15 601888 156.1 2022-03-29 174.26 2022-04-01 156.11 2022-04-11 182.24 2022-04-15 0 false
dltp-00-2022-04-15 601952 10.39 2022-01-27 13.6 2022-03-07 11.82 2022-03-16 14.88 2022-04-15 0 false
dltp-00-2022-04-15 601958 6.26 2022-01-27 7.3 2022-03-07 6.4 2022-03-15 7.71 2022-04-14 0 false
dltp-00-2022-04-15 601989 3.79 2022-04-11 3.88 2022-04-12 3.83 2022-04-13 3.89 2022-04-15 0 false
dltp-00-2022-04-15 603043 19.34 2022-03-15 21.12 2022-03-30 20.84 2022-03-31 22.81 2022-04-15 0 false
dltp-00-2022-04-15 603066 7.95 2022-03-15 8.4 2022-04-06 8.1 2022-04-08 8.8 2022-04-13 0 false
dltp-00-2022-04-15 603080 12.76 2022-03-15 14.14 2022-04-06 13.31 2022-04-11 14.3 2022-04-15 0 false
dltp-00-2022-04-15 603099 8.27 2022-03-15 9.55 2022-03-21 9.06 2022-03-24 9.99 2022-04-12 0 false
dltp-00-2022-04-15 603156 22.51 2022-03-28 23.34 2022-04-06 22.59 2022-04-11 24.06 2022-04-15 0 false
dltp-00-2022-04-15 603166 6.62 2022-04-07 6.83 2022-04-08 6.75 2022-04-11 6.99 2022-04-15 0 false
dltp-00-2022-04-15 603177 17.25 2022-03-16 20.12 2022-03-21 19.6 2022-03-23 21.87 2022-03-31 0 false
dltp-00-2022-04-15 603222 16.11 2022-03-15 18.72 2022-04-07 16.6 2022-04-11 19.18 2022-04-15 0 false
dltp2022-04-15 603299 7.8 2022-03-15 8.54 2022-04-06 8.2 2022-04-11 9.43 2022-04-15 0 true
dltp-00-2022-04-15 603315 23.94 2022-03-29 25.22 2022-04-06 24.23 2022-04-11 25.71 2022-04-12 0 false
dltp-00-2022-04-15 603329 12.69 2022-03-15 13.47 2022-04-06 12.93 2022-04-07 14.92 2022-04-14 0 false
dltp-00-2022-04-15 603383 26.01 2022-03-15 29.45 2022-04-07 26.09 2022-04-11 29.76 2022-04-14 0 false
dltp-00-2022-04-15 603599 31.18 2022-04-07 33.22 2022-04-08 31.7 2022-04-13 33.42 2022-04-15 0 false
dltp-00-2022-04-15 603612 17.04 2022-03-15 19.63 2022-03-23 18.26 2022-03-29 20.6 2022-04-14 0 false
dltp-00-2022-04-15 603619 14.48 2022-04-01 15.5 2022-04-06 14.7 2022-04-08 16.85 2022-04-14 0 false
dltp2022-04-15 603630 15.32 2022-03-15 17.65 2022-03-30 15.91 2022-04-11 17.05 2022-04-15 2 false
dltp-00-2022-04-15 603656 11.64 2022-04-08 11.83 2022-04-12 11.72 2022-04-13 11.89 2022-04-14 0 false
dltp-00-2022-04-15 603697 12.98 2022-03-15 14.15 2022-04-06 13.44 2022-04-11 14.69 2022-04-15 0 false
dltp-00-2022-04-15 603708 12.53 2022-03-29 13.22 2022-04-06 12.61 2022-04-08 14.15 2022-04-12 0 false
dltp2022-04-15 603779 6.1 2022-04-11 6.42 2022-04-12 6.22 2022-04-13 6.94 2022-04-15 2 false
dltp-00-2022-04-15 603808 11.82 2022-03-09 12.63 2022-03-11 11.91 2022-03-24 13.7 2022-04-13 0 false
dltp-00-2022-04-15 603813 14.85 2022-03-15 17.2 2022-04-06 16.15 2022-04-08 18.77 2022-04-14 0 false
